MINS_ELAPSED,pH,pH_MIN,pH_MAX,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX,M_C4H5NO,M_C4H5NO_MIN,M_C4H5NO_MAX,M_DIMER,M_DIMER_MIN,M_DIMER_MAX,M_NH
320,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43263309734679994,0.4305539708168633,0.43439500146939497,0.003825640139039104,0.0027038389175647252,0.0049895805827304684,7.398032481817951e-05,2.3806283638630404e-05,0.00014723680469188805,0.4496785518922545
321,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43261194582529816,0.430520796111988,0.4343836172538494,0.0038370265431081772,0.002711959354184146,0.005004734008031502,7.443552399841374e-05,2.3954028381321586e-05,0.0001481330830713962,0.4496574003707527
322,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4325920226388504,0.4304875185840447,0.4343722175703103,0.003848459833603953,0.0027200772903759325,0.005019884018905178,7.489205766510777e-05,2.410222082538408e-05,0.00014903187013551474,0.4496374771843049
323,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4325712537263394,0.4304541379705807,0.4343608023735232,0.0038598975984104203,0.002728192720838639,0.005035030606935925,7.53499248010676e-05,2.4250860870585738e-05,0.00014993316335047382,0.44961670827179395
324,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4325504706845719,0.4304206540095508,0.4343493716182492,0.0038713020788247,0.0027363056402708173,0.005050173763682351,7.580912442413246e-05,2.4399948416524357e-05,0.00015083696017470326,0.44959592523002645
325,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4325298872968061,0.4303870664393176,0.4343379252592653,0.003882733178025881,0.00274441604337102,0.005065313480677229,7.626965583649802e-05,2.454948336262768e-05,0.0001517432580588331,0.4495753418422606
326,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43250890545609494,0.43035337499865095,0.4343264632513645,0.003894160219622346,0.0027525239248378,0.005080449749427517,7.673151834035991e-05,2.4699465608153424e-05,0.00015265205444569294,0.44955436000154947
327,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43248851681965067,0.4303195794267287,0.4343149855493554,0.0039055831934406353,0.00276062927936971,0.005095582561414343,7.719471111521074e-05,2.4849895052189244e-05,0.00015356334677031245,0.4495339713651052
328,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4324675973291957,0.4302856794631361,0.4343034921080625,0.00391700208929149,0.0027686794207854863,0.005110711908093015,7.765923297188317e-05,2.500077159365276e-05,0.00015447713245992116,0.44951305187465024
329,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4324466084306336,0.430251674847866,0.43429198288232623,0.0039283825736974864,0.002776696643207247,0.005125837780911605,7.812508313239717e-05,2.515209513129155e-05,0.00015539340893394842,0.4494920629760881
330,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4324259074084729,0.4302175653213188,0.4342804578270028,0.0039397329424427025,0.002784710683983239,0.005140960172334788,7.859226086577757e-05,2.530386556368313e-05,0.00015631217360402352,0.44947136195392745
331,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4324049608911524,0.4301833506243029,0.4342689168969641,0.003951078722104376,0.002792721535914025,0.0051560790744272595,7.906076544104913e-05,2.5456082789234993e-05,0.00015723342387397556,0.4494504154366069
332,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43238323869704093,0.4301490304980337,0.434257360047098,0.003962481567897639,0.002800729191779925,0.0051711944786620116,7.95305961272367e-05,2.5608746706184555e-05,0.0001581571571398337,0.44942869324249546
333,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4323615830928839,0.43011460468413465,0.4342457872323083,0.003973940756886141,0.002808733644341017,0.005186306376512042,8.000175219336511e-05,2.576185721259922e-05,0.0001590833707898267,0.44940703763833845
334,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4323403289834373,0.4300800729246367,0.4342341984075144,0.003985412550015755,0.002816734886337137,0.005201414759450341,8.047423290845912e-05,2.591541420637633e-05,0.00016001206220438356,0.44938578352889186
335,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4323189692107396,0.4300454349619783,0.4342225935276515,0.003996794459830381,0.0028247329104878795,0.005216519618949904,8.094803754154355e-05,2.6069417585243186e-05,0.00016094322875613283,0.4493644237561941
336,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4322975734143216,0.4300106905390057,0.43421097254767105,0.004008169999908338,0.0028327277094925955,0.005231620946483722,8.142316536164322e-05,2.622386724675704e-05,0.00016187686780990313,0.44934302795977615
337,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4322766779439555,0.4299758393989725,0.43419933542253975,0.004019541274043897,0.0028407192760303945,0.005246718733524794,8.189961563778294e-05,2.6378763088305103e-05,0.0001628129767227229,0.44932213248941005
338,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4322543743439429,0.42994088128554014,0.43418768210724057,0.004030908271744007,0.0028487076027601445,0.0052618129715461094,8.23773876389875e-05,2.653410500710453e-05,0.00016375155284382054,0.44929982888939746
339,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43223306400634337,0.4299058159427776,0.4341760125567721,0.004042422443547264,0.0028566926823204697,0.005276903652020664,8.285648063428173e-05,2.668989290020245e-05,0.0001646925935146242,0.4492785185517979
340,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43221102774603937,0.4298706431151614,0.4341643267261489,0.004053903835299225,0.0028646745073297557,0.0052919907664214505,8.333689389269041e-05,2.6846126664475925e-05,0.00016563609606876203,0.4492564822914939
341,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.432189148338891,0.4298353625475757,0.4341526245704012,0.00406530852657496,0.002872653070386141,0.005307074306221465,8.381862668323837e-05,2.7002806196632002e-05,0.00016658205783206203,0.4492346028843455
342,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4321677949317409,0.4297999739853122,0.4341409060445751,0.004076755955672904,0.0028806283640675267,0.005322154262893698,8.430167827495041e-05,2.7159931393207628e-05,0.00016753047612255205,0.44921324947719543
343,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4321460594770615,0.4297644771740705,0.4341291711037326,0.0040881640104989715,0.0028886003809315674,0.005337230627911146,8.478604793685137e-05,2.731750215056977e-05,0.00016848134825045988,0.449191514022516
344,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4321240593495021,0.4297288718599575,0.4341174197029515,0.004099560357825976,0.0028965691135156802,0.0053523033927468005,8.5271734937966e-05,2.747551836491532e-05,0.00016943467151821315,0.44916951389495663
345,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4321020012295726,0.4296931577894877,0.4341056517973255,0.0041109664432488965,0.0029045345543370358,0.005367372548873658,8.575873854731915e-05,2.7633979932271105e-05,0.00017039044322043938,0.4491474557750271
346,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4320802182153025,0.4296573347095834,0.4340938673419639,0.004122362886154021,0.0029124966958925663,0.00538243808776471,8.624705803393562e-05,2.7792886748493933e-05,0.00017134866064396598,0.44912567276075704
347,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4320581202478192,0.4296214023694887,0.434082066291992,0.004133748653938692,0.00292045553065896,0.005397500000892953,8.673669266684022e-05,2.7952238709270567e-05,0.0001723093210678203,0.44910357479327373
348,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4320363973041703,0.4295853605302521,0.434070248602551,0.004145191825739627,0.002928411051092662,0.005412558279731376,8.722764171505772e-05,2.8112035710117712e-05,0.00017327242176322946,0.44908185184962485
349,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4320151542468863,0.42954920894408005,0.43405841422879776,0.004156635882940949,0.002936363249629877,0.005427612915752977,8.771990444761299e-05,2.8272277646382024e-05,0.00017423795998400848,0.44906060879234083
350,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4319930755007776,0.42951294736141066,0.43404656312590506,0.004167978440942593,0.002944312118686724,0.005442663900430749,8.82134801335308e-05,2.843296441324013e-05,0.00017520593280141562,0.4490385300462321
351,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4319713296411045,0.4294765755331523,0.4340346952490615,0.004179258070415727,0.0029522576520172907,0.005457711225237686,8.870836804183597e-05,2.859409590569861e-05,0.0001761763373728482,0.44901678418655905
352,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43194806472653946,0.4294400932106832,0.4340228105534716,0.0041905248054838135,0.00296019984340809,0.00547275488164678,8.920456744155331e-05,2.8755672018593976e-05,0.00017714917091142163,0.448993519271994
353,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4319256977050301,0.4294035001458512,0.4340109089943554,0.004201830294585663,0.002968138685393357,0.005487794861131026,8.970207760170759e-05,2.891769264659273e-05,0.00017812443062159585,0.4489711522504846
354,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43190414546802136,0.4293667960909745,0.4339989905269492,0.00421321991171065,0.0029760741705073266,0.005502831155163419,9.02008977913237e-05,2.9080157684191296e-05,0.00017910211369917518,0.4489496000134759
355,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43188224906625183,0.4293299807988411,0.4339870551065048,0.00422460514521901,0.002984006291284232,0.005517863755216951,9.070102727942638e-05,2.9243067025716077e-05,0.0001800822173313085,0.44892770361170636
356,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4318602956394667,0.4292930540227088,0.4339751026882899,0.004235983261949369,0.002991935040258308,0.005532892652764617,9.120246533504044e-05,2.9406420565323408e-05,0.00018106473869648908,0.44890575018492124
357,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43183849067292895,0.42925601551630543,0.43396313322758817,0.004247337460006022,0.0029998604099637878,0.005547917839279409,9.170521122719073e-05,2.95702181969996e-05,0.00018204967496455483,0.4488839452183835
358,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4318157364743708,0.4292188650338289,0.433951146679699,0.004258755934718504,0.0030077823929349065,0.005562939306234325,9.220926422490203e-05,2.973445981456091e-05,0.000183037023296688,0.44886119101982536
359,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4317930252828156,0.4291816023299469,0.4339391429999375,0.004270149796496607,0.0030157009817058985,0.005577957045102352,9.271462359719914e-05,2.989914531165355e-05,0.0001840267808454152,0.44883847982827013
360,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4317703229257013,0.4291442271597969,0.4339271221436349,0.004281528062285153,0.003023616168810998,0.00559297104735649,9.322128860711673e-05,3.0064274581753668e-05,0.0001850189447546078,0.4488157774711558
361,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4317480437087264,0.4291067392789866,0.433915084066138,0.004292902631726939,0.0030315279467844386,0.0056079813044697295,9.37292580000419e-05,3.0229847518167406e-05,0.00018601351215948145,0.4487934982541809
362,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4317255337707183,0.4290691384435937,0.4339030287228095,0.004304273496443072,0.0030394363081604554,0.005622987807915068,9.423853067566224e-05,3.0395864014030846e-05,0.00018701048018659636,0.44877098831617285
363,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4317033722185081,0.4290314244101655,0.433890956069028,0.004315582345765935,0.0030473412454732817,0.005637990549165493,9.474910585823926e-05,3.0562323962309984e-05,0.00018800984595385712,0.4487488267639626
364,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4316810298231042,0.4289935969357193,0.4338788660601877,0.0043268171732360715,0.003055242751257153,0.005652989519694004,9.526098277203459e-05,3.072922725580083e-05,0.0001890116065705129,0.4487264843685587
365,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4316582443836057,0.42895565577774253,0.4338667586516991,0.0043381308532003384,0.0030631408180463024,0.0056679847109735925,9.577416064130983e-05,3.0896573787129325e-05,0.00019001575913715733,0.44870369892906026
366,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4316357209534655,0.4289176006941927,0.4338546337989879,0.004349467714340236,0.0030710354383749645,0.0056829761144772525,9.628863826603764e-05,3.1064363448751346e-05,0.00019102230074572848,0.44868117549892
367,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4316131679347395,0.4288794314434968,0.4338424914574963,0.004360922935246122,0.0030789266047773736,0.0056979637216779755,9.680441439707422e-05,3.123259613295275e-05,0.00019203122847950892,0.448658622480194
368,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43159089904733183,0.428841147784552,0.4338303315826818,0.004372322177288546,0.0030868143097877647,0.005712947524048761,9.732148821440396e-05,3.1401271731849356e-05,0.00019304253941312562,0.44863635359278636
369,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4315677144416838,0.4288027494767253,0.433818154130018,0.0043836754310775045,0.0030946985459403705,0.0057279275130625975,9.783985889806859e-05,3.1570390137386885e-05,0.00019405623061255012,0.4486131689871383
370,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43154464952927296,0.4287642362798539,0.433805959054994,0.004395070292137685,0.0031025793057694265,0.005742903680192483,9.835952562810996e-05,3.173995124134108e-05,0.0001950722991350985,0.4485901040747275
371,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.431521576444019,0.4287256079542447,0.43379374631311535,0.004406443183715934,0.0031104565818091665,0.0057578760169114075,9.88804875845698e-05,3.1909954935317604e-05,0.00019609074202943104,0.44856703098947354
372,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4314985668521002,0.4286868642606746,0.4337815158599028,0.004417776537874462,0.003118330366593825,0.005772844508649628,9.940274394748994e-05,3.208040111075206e-05,0.00019711155633555283,0.4485440213975547
373,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4314751752047932,0.4286480049603904,0.43376926765089335,0.0044290952991683655,0.0031262006526576354,0.0057878091365918954,9.992629389691214e-05,3.2251289658910044e-05,0.00019813473908481325,0.44852062975024776
374,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.431452037590086,0.42860902981510896,0.4337570016416396,0.004440353345039413,0.003134067432534833,0.005802769891325743,0.0001004511366128782,3.2422620470887094e-05,0.00019916028729990613,0.4484974921355405
375,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4314287237569037,0.42856993858724657,0.43374471778771,0.004451561371291634,0.0031419306987596515,0.005817726763575918,0.00010097727127542989,3.2594393437608664e-05,0.00020018819799486997,0.44847417830235825
376,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4314052607872715,0.42853073104734973,0.4337324160446888,0.004462693482667447,0.003149790443866325,0.00583267974406716,0.00010150469706460902,3.276660844983022e-05,0.00020121846817508745,0.448450715332726
377,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.431381130934468,0.4284914069633448,0.4337200963681764,0.004473910631464189,0.0031576466603890885,0.00584762882352421,0.00010203341316045736,3.293926539813715e-05,0.000202251094837286,0.44842658547992253
378,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4313580184701933,0.4284519661001137,0.43370775871378864,0.004485132951094914,0.003165499340862176,0.0058625739926718105,0.0001025634187430167,3.31123641729448e-05,0.00020328607496953734,0.4484034730156478
379,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4313335737144143,0.4284124082230513,0.4336954030371573,0.004496350715515991,0.003173348477819821,0.0058775152422347035,0.00010309471299232885,3.328590466449849e-05,0.00020432340553656165,0.4483790282598688
380,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4313092745305084,0.4283727330980653,0.4336830292939301,0.004507563913350006,0.0031811940637962587,0.005892452562937631,0.00010362729508843553,3.3459886762873464e-05,0.00020536308344299467,0.4483547290759629
381,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4312854114446831,0.4283329404915764,0.4336706374397704,0.004518777547712454,0.0031890360913257227,0.005907385945505337,0.0001041611642113786,3.363431035797493e-05,0.00020640510563544568,0.4483308659901376
382,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43126136508670615,0.4282930301705178,0.4336582274303577,0.004530088513430911,0.0031968745529424468,0.0059223153806625605,0.00010469631954119979,3.380917533953807e-05,0.00020744946905842308,0.4483068196321607
383,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4312374241635429,0.4282530019023358,0.4336457992213869,0.0045413679455129545,0.003204709441180667,0.005937240859134047,0.00010523276025794094,3.3984481597128e-05,0.0002084961706474985,0.4482828787089974
384,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.431213849709484,0.4282128554549894,0.433633352768569,0.004552551231598815,0.0032125407485746158,0.005952162371644536,0.0001057704855416438,3.4160229020139805e-05,0.00020954520732930656,0.44825930425493854
385,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4311901660551871,0.4281725905969504,0.4336208880276309,0.0045637256862720256,0.003220368467658528,0.005967079908918771,0.00010630949457235018,3.4336417497798504e-05,0.00021059657602154493,0.44823562060064165
386,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4311663306297805,0.4281322070972034,0.4336084049543152,0.004574926443944818,0.003228192588092869,0.005981993461681493,0.00010684978653010184,3.4513046919159096e-05,0.00021165027363297443,0.448211785175235
387,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4311424990452327,0.42809170472524605,0.4335959035043804,0.004586158549472453,0.0032360130975556353,0.005996903020657446,0.0001073913605949406,3.469011717310652e-05,0.00021270629706341898,0.44818795359068725
388,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4311186376902574,0.4280510832510885,0.43358338363360055,0.004597334980433479,0.003243829988098813,0.00601180857657137,0.00010793421594690821,3.4867628148355674e-05,0.00021376464320376555,0.4481640922357119
389,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.431094207398762,0.4280103424452539,0.433570845297766,0.004608452416301707,0.0032516432518342373,0.006026710120148009,0.00010847835176604648,3.5045579733451404e-05,0.00021482530893596416,0.4481396619442165
390,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4310701418472942,0.4279694820787783,0.4335582884526825,0.004619706458190157,0.003259452880873743,0.006041607642112103,0.00010902376723239715,3.5223971816768515e-05,0.000215888291133028,0.4481155963927487
391,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4310454306899679,0.4279285019232105,0.43354571305417183,0.004631092077695338,0.0032672588673291624,0.006056501133188396,0.0001095704615260021,3.5402804286511764e-05,0.00021695358665903335,0.44809088523542245
392,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4310207684202921,0.4278874017506119,0.4335331190580717,0.004642308145552318,0.0032750612033123315,0.006071390584101629,0.00011011843382690305,3.5582077030715884e-05,0.00021802119236911949,0.4480662229657466
393,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4309955637326814,0.4278461813335571,0.4335205064202355,0.0046534128486803465,0.0032828598809350835,0.0060862759855765435,0.00011066768331514179,3.5761789937245524e-05,0.00021909110510948888,0.4480410182781359
394,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4309704206886725,0.4278048404451333,0.4335078750965325,0.0046645475337332215,0.003290654892309253,0.006101157328337885,0.00011121820917076013,3.5941942893795316e-05,0.0002201633217174069,0.448015875234127
395,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4309445976641227,0.4277633788589405,0.4334952250428476,0.004675841683699189,0.003298446229546674,0.006116034603110393,0.00011177001057379983,3.612253578788985e-05,0.00022123783902120226,0.4479900522095772
396,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4309198655401698,0.4277217963490916,0.4334825562150819,0.004687115515124104,0.003306233884759181,0.006130907800618808,0.00011232308670430269,3.630356850688364e-05,0.00022231465384026656,0.44796532008562434
397,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4308953978425119,0.4276800926902125,0.4334698685691521,0.004698285013503394,0.0033140178500586075,0.006145776911587875,0.0001128774367423105,3.648504093796118e-05,0.00022339376298505465,0.44794085238796644
398,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4308700416234905,0.4276382676574415,0.4334571620609907,0.00470944170545003,0.003321798117556789,0.006160641926742335,0.0001134329529640392,3.666695296813692e-05,0.00022447516325708422,0.44791549616894505
399,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4308452593609326,0.42759632102642997,0.4334444366465462,0.004720593821860618,0.003329574679365559,0.0061755028368069296,0.00011398985860254431,3.684930448425525e-05,0.00022555885144893636,0.44789071390638713
400,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4308207129091792,0.4275542525733424,0.4334316922817827,0.004731697339417031,0.0033373475275967515,0.0061903596325064035,0.0001145480338680934,3.7032095372990525e-05,0.000226644824344255,0.44786616745463376
401,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4307966902626144,0.42751206207485537,0.4334189289226804,0.004742785755925436,0.003345116654362201,0.006205212304565493,0.00011510747793858977,3.721532552084707e-05,0.0002277330787177473,0.44784214480806894
402,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43077200806359617,0.42746974930815895,0.4334061465252351,0.004753869237042806,0.003352882051773741,0.006220060843708948,0.00011566818999067173,3.739899481415911e-05,0.00022882361133518345,0.4478174626090507
403,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4307466066171406,0.4274273140509559,0.4333933450454585,0.004765006131328825,0.0033606437119432075,0.006234905240661504,0.00011623016919971281,3.7583103139090885e-05,0.00022991641895339662,0.4477920611625951
404,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43072125401343386,0.427384755895405,0.4333805244393781,0.00477604166538597,0.003368401626982433,0.006249745486147908,0.00011679330509269936,3.7767650381636574e-05,0.0002310114983202833,0.4477667085588884
405,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4306963179540285,0.42734207504215016,0.4333676846630374,0.004787089951552441,0.0033761557890032525,0.006264581570892899,0.0001173578263431362,3.795263642762027e-05,0.00023210884617480294,0.44774177249948305
406,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43067181650580494,0.4272992710436703,0.4333548256724955,0.004798153568799332,0.0033839061901175,0.0062794134856212205,0.00011792325993814241,3.813806116269608e-05,0.00023320845924697798,0.44771727105125947
407,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4306462694321296,0.4272563436815195,0.4333419474238275,0.004809234937210405,0.00339165282243701,0.006294241221057611,0.00011848994439622805,3.832392447234803e-05,0.00023431033425789415,0.4476917239775841
408,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4306207387329332,0.4272132927377689,0.4333290498731242,0.004820368859662916,0.0033993956780736163,0.006309064767926819,0.00011905788611818327,3.851022624189011e-05,0.0002354144679197001,0.44766619327838775
409,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43059445867104,0.4271701179950089,0.4333161329764924,0.004831509213110903,0.003407134749139153,0.006323884116953583,0.0001196270842092499,3.869696635646627e-05,0.00023652085785691787,0.44763991321649454
410,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4305677587024697,0.4271268192363492,0.4333031966900544,0.0048426451366493,0.003414870027745455,0.0063386992588626455,0.00012019753777340483,3.88841447010504e-05,0.0002376294986929688,0.44761321324792425
411,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4305415696897348,0.42708339624542174,0.4332902409726415,0.004853778856254713,0.003422601506004357,0.006353510184378747,0.00012076924591336016,3.907176116044637e-05,0.0002387403882233247,0.4475870242351893
412,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4305153663541335,0.42703984880638174,0.4332772657945461,0.004864994262802629,0.003430329176027691,0.006368316884226633,0.00012134220773056303,3.9259815619287954e-05,0.00023985352311679776,0.44756082089958804
413,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4304884729567605,0.4269961767039088,0.4332642711146105,0.004876114108576382,0.003438053029927293,0.006383119349131043,0.0001219164223251957,3.944830796203895e-05,0.0002409689000332466,0.44753392750221505
414,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4304637351315189,0.4269523797232088,0.43325125688974336,0.0048872294500306775,0.0034457730598149968,0.006397917566828545,0.00012249188879617556,3.9637238072993055e-05,0.0002420865156235705,0.44750918967697345
415,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4304384660193981,0.42690845765001534,0.4332382230768532,0.004898340276955551,0.003453489257802637,0.006412711514810333,0.00012306864961602058,3.982660583627395e-05,0.00024320636652970377,0.44748392056485264
416,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4304124064638378,0.4268644102705912,0.4332251696328484,0.0049094030993066026,0.003461201616002047,0.006427501181527393,0.0001236467477759108,4.001641113583526e-05,0.00024432844938461,0.44745786100929236
417,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4303865065574443,0.42682023737172986,0.4332120965146377,0.00492047040231979,0.003468910126525061,0.006442286556890672,0.0001242260972585167,4.020665385546057e-05,0.0002454527608122762,0.44743196110289885
418,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4303601488594176,0.4267759387407569,0.4331990036791297,0.00493147338744361,0.0034766147814835145,0.006457067630811115,0.00012480669713607826,4.0397333878763395e-05,0.00024657929742770743,0.4474056034048721
419,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4303335401854428,0.4267315141655316,0.4331858910832328,0.0049426352613809775,0.003484315572989241,0.006471844393199669,0.00012538854648083542,4.058845107445863e-05,0.00024770805583692056,0.4473789947308973
420,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43030728690705744,0.4266869634344483,0.4331727586838556,0.004953716643941368,0.0034920124931540736,0.0064866168339672795,0.00012597164436502814,4.0780005087021664e-05,0.0002488390326369388,0.44735274145251197
421,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4302814718555051,0.4266422863364383,0.4331596064379067,0.004964690944436056,0.0034997055320286517,0.006501384943024895,0.0001265559898608964,4.097199570613974e-05,0.00024997222441578625,0.4473269264009596
422,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43025589226687067,0.4265974826609708,0.4331464343022947,0.00497579496975771,0.003507394676203854,0.00651614871028346,0.0001271415820406802,4.116442280214242e-05,0.00025110762775248165,0.4473013468123252
423,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4302292669567097,0.42655255219805455,0.4331332422339281,0.004986897411879711,0.003515079917099319,0.006530908125653921,0.00012772841997661947,4.135728624535923e-05,0.0002522452392170329,0.44727472150216424
424,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4302018276542233,0.4265074947382398,0.4331200301897154,0.004998025870582153,0.003522761246398242,0.006545663179047221,0.00012831650240484883,4.15505859061197e-05,0.0002533850553704316,0.44724728219967785
425,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4301751846581792,0.4264623100726193,0.4331067981265653,0.0050091415751483785,0.0035304386557838212,0.00656041386037431,0.00012890582782393092,4.17443216547534e-05,0.0002545270727646466,0.44722063920363375
426,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4301489014311453,0.4264169979928298,0.4330935460013862,0.005020252985299385,0.0035381121369392507,0.006575160159546134,0.00012949639524899976,4.193849336158984e-05,0.00025567128794261914,0.44719435597659984
427,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4301221053770376,0.4263715582910538,0.4330802737710868,0.005031360091617568,0.0035457816815477267,0.006589902066473638,0.00013008820370256756,4.213310089695857e-05,0.00025681769743825657,0.44716755992249213
428,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4300959861480215,0.4263259907600212,0.4330669813925755,0.00504241795917099,0.0035534472812924454,0.0066046395710677675,0.00013068125220714642,4.232814413118913e-05,0.00025796629777642666,0.44714144069347606
429,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.4300696204752413,0.42628029519301,0.433053668822761,0.005053487503895249,0.003561108927856604,0.006619372663239471,0.00013127592437789837,4.2523622934611045e-05,0.0002591170854729521,0.4471150750206958
430,3.6355173278498323,3.6355173278498323,3.6355173278498323,0.43004340808595176,0.4262344713838489,0.4330403360185519,0.00506452270387755,0.0035687666129233975,0.006634101332899694,0.00013187192645483647,4.2719537177553885e-05,0.00026027005703460447,0.4470888626314063
