MINS_ELAPSED,M_BUTENEDIAL,pH
4.0,0.43485601231973503,3.6355173278498314
13.0,0.4417358947901547,3.6355173278498314
20.0,0.4348152535895275,3.6355173278498314
26.0,0.44374464220135124,3.6355173278498314
63.0,0.4496838629187074,3.6355173278498314
233.0,0.4228321560152359,3.6355173278498314
480.0,0.3852447798830609,3.625757490560676
1500.0,0.3454175417586582,3.623289901638684
