MINS_ELAPSED,MZ84_MZ283,MZ85_MZ283,MZ149_MZ283,MZ150_MZ283,MZ168_MZ283,M_BUTENEDIAL,M_C4H5NO,M_DIMER,M_DIAZEPINE,MINS_ELAPSED_std,MZ84_MZ283_std,MZ85_MZ283_std,MZ149_MZ283_std,MZ150_MZ283_std,MZ168_MZ283_std,M_BUTENEDIAL_std,M_C4H5NO_std,M_DIMER_std,M_DIAZEPINE_std
10.476666666666667,0.6800678805086858,0.05134756884640404,0.010698419740438206,0.03904876005732914,0.006204711204826283,0.680034638145705,0.04433742062528932,0.03821670201190875,0.029344856907940125,0.6634254542398368,0.1591466410721013,0.014626518196110569,0.0031146571637089998,0.011932027905205849,0.0003758723757873849,0.19371002819192273,0.01037565773733903,0.011677778095426198,0.008543240123665922
19.45,0.5295154215859416,0.03338116467791788,0.009000882344035096,0.042019533145793396,0.007353661366247026,0.4420919773345767,0.034522065586853494,0.041124173329823925,0.02468865597341911,1.113552872566004,0.2474917892023479,0.010929798815449596,0.00252436394006782,0.014099970506910926,0.0034174359977675655,0.14475158122291784,0.01613537100290945,0.013799525783871289,0.00692411593507173
37.32,0.48103998939119563,0.033906923666856006,0.00886209279658445,0.04995271695937514,0.006726782408631218,0.4490550007420507,0.03136168161811864,0.04888831542714634,0.024307968029865845,0.3535533905932738,0.0964739073983673,0.014125317640642992,0.0003858245788906084,0.002002998022369309,0.00028498448820731594,0.18707225066840732,0.0062896724492960245,0.0019603177780535687,0.0010582840581881468
67.28,0.37179162908058905,0.030702532548207814,0.00907361682551527,0.046989132210129715,0.006218047765427514,0.406616828812907,0.024239171288574172,0.04598787927801714,0.024888160479981068,0.3535533905932738,0.05808459859644729,0.003350878633734029,0.0017429664796522358,0.0067147991000213155,0.0005068590626478,0.044378216736566625,0.0037868591557293544,0.006571718945712915,0.004780809052331687
112.32,0.3676840608248551,0.02795099004485286,0.0073843124384640624,0.02893556503664807,0.00421179302045728,0.3701760731422994,0.023971375989426478,0.02831900078077462,0.02025454199101882,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
