MINS_ELAPSED,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX
4.8,0.1965345102797835,0.1908659759430675,0.20219576880685686
5.8,0.19080364166793384,0.1850010827190188,0.19660517356978266
6.8,0.1852517844295555,0.17920247529184363,0.19124848206562448
7.8,0.17985897661410813,0.17357535702721597,0.18603771589703252
8.8,0.17462087744529867,0.16812493423041897,0.1809689221662854
9.8,0.16952389782322697,0.16284565715531865,0.17603823117205317
10.8,0.16456501842842547,0.15773215061416485,0.17130331441907473
11.8,0.15975767286882064,0.1527792167068694,0.1667182752762463
12.8,0.1550922272141669,0.14798180988134416,0.1622559612223616
13.8,0.15058508783667485,0.14333504580804407,0.15791308389032746
14.8,0.14617669683251,0.13883419448000517,0.1536864461791819
15.8,0.14191317907108478,0.1344746729534926,0.14957293712962064
16.8,0.13776601994574028,0.13025203810662803,0.14556952831157824
17.8,0.13375922652468894,0.126161994154967,0.14167327132282664
18.8,0.12985441918790458,0.12220038454973534,0.13788129506795344
19.8,0.1260623178203812,0.11836318313279114,0.13419081089602083
20.8,0.12238930349679603,0.11464648217454305,0.13059910672574387
21.8,0.11882471741483962,0.11104171215077316,0.12710354368503413
22.8,0.11535096892314457,0.10754124970693685,0.12370154823024634
23.8,0.11197875155710411,0.10415112240716853,0.12039061487238485
24.8,0.10870704407864998,0.10086786132751803,0.11716830257488527
25.8,0.1055327288489731,0.09768810380127754,0.11403223112126493
26.8,0.10245600167562177,0.09460858979880903,0.11098008909433553
