MINS_ELAPSED,pH,M_BUTENEDIAL
4.8,9.995393418702076,0.1960055242749389
9.0,9.800818753952388,0.17847657494953786
13.5,9.800818753952388,0.14819929884202698
17.0,9.800818753952388,0.13226389036438965
20.5,9.800818753952388,0.12429618612557101
24.0,9.800818753952388,0.11314140019122489
27.5,9.800818753952388,0.10198661425687877
