MINS_ELAPSED,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX
4.8,0.19649407151004164,0.19093192489429006,0.2021758625805484
5.8,0.1907469958390758,0.18517596935180897,0.19661929790635702
6.8,0.1852009042122219,0.17938615207561973,0.19133659966674793
7.8,0.1797827643406965,0.1737512583964303,0.18619581184249523
8.8,0.17451966404044278,0.16829336741323986,0.18119314528925068
9.8,0.16943778090204703,0.16300691774135534,0.17632488734530616
10.8,0.1644880144041123,0.15788016056596232,0.17158742714831848
11.8,0.15968159350604424,0.15288236604149166,0.16697724896224506
12.8,0.1550186193235097,0.14804278008470526,0.16249093993680327
13.8,0.15049196058769995,0.14335639421050958,0.15812516826864578
14.8,0.1461084952335704,0.1388183584668677,0.153876695104342
15.8,0.14184567808945162,0.13442397583490445,0.14974236921495457
16.8,0.13769934992156174,0.1301686935806822,0.14571912324321126
17.8,0.13368555861586753,0.12604811177813877,0.14180397088093466
18.8,0.12978759538280576,0.12205797383002634,0.1379940051159262
19.8,0.12599788482084906,0.11819415655382716,0.13429816998365696
20.8,0.1223292314764489,0.11445265952937443,0.13070975345105534
21.8,0.11876766242037262,0.11082960678198969,0.12721722531573137
22.8,0.11530904071857415,0.10732123728567357,0.12381802332480482
23.8,0.11194204864050494,0.10392391471120234,0.12050965275194024
24.8,0.10867385969072454,0.1006341328688864,0.11728968304325323
25.8,0.10549802553811821,0.09744849398195765,0.11415574414493683
26.8,0.10242163799358034,0.09436370312886429,0.11110553356959417
