MINS_ELAPSED,pH,M_BUTENEDIAL
4.0,10.445070080702607,0.14979283968979068
7.8,10.445070080702607,0.12110910443004355
11.3,10.445070080702607,0.09720599171358758
14.7,10.445070080702607,0.08764474662700521
18.3,10.445070080702607,0.07330287899713162
21.8,10.445070080702607,0.06374163391054924
25.5,10.445070080702607,0.057367470519494305
