MINS_ELAPSED,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX
4.0,0.14612079708521197,0.13992179471687713,0.1522638595066877
5.0,0.1393430171075586,0.13302394531532924,0.14551719128682913
6.0,0.13289814881134776,0.12638726638688932,0.13928373324556675
7.0,0.12674906810294714,0.12004438837037451,0.13344420478909863
8.0,0.12088988316543889,0.11400791764415788,0.12784949738796283
9.0,0.11530935067326849,0.10827499652474477,0.1224893465220313
10.0,0.10997137425037048,0.10283035751662897,0.11735392686205652
11.0,0.10486441295448488,0.09765950373958009,0.11243381188234877
12.0,0.10002200423252264,0.09274866867111128,0.10771997490211792
13.0,0.09540479541090566,0.08808477610535846,0.1032037683279752
14.0,0.0909900152861759,0.08365540866768417,0.09887690549005217
15.0,0.08678748141643801,0.0794418668167272,0.09473144830816192
16.0,0.08276581825239086,0.07543593133492714,0.09075979121122173
17.0,0.0789439684313427,0.07163199909874021,0.08695464757470776
18.0,0.07530161812946323,0.06801988395229464,0.0833090362390997
19.0,0.07182474317776005,0.06458437947191363,0.07981626870678268
20.0,0.06850056939183354,0.06130843293223209,0.07646993697672512
21.0,0.06533750822041867,0.05819865390565605,0.07326390166495814
22.0,0.062312831068681886,0.0552466137925492,0.0701922807780559
23.0,0.0594385474699274,0.05244431151924093,0.06724943892985881
24.0,0.05670107615353228,0.049784151693214394,0.06442997700473498
25.0,0.05407055646503958,0.04725892418309181,0.06172872224508789
