MINS_ELAPSED,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX
4.0,0.14615175395964292,0.14003030411639344,0.15223977510622083
5.0,0.13938435595678114,0.13303545857388735,0.14578012838279245
6.0,0.13292342497053222,0.12632596570448296,0.139626242552153
7.0,0.12677585891461762,0.11995156408439082,0.1337321311399272
8.0,0.12089778676880818,0.1138918433308139,0.12808862247066974
9.0,0.11530079047638642,0.10813825185428004,0.12271349389788044
10.0,0.1099416315237205,0.10267532089951452,0.11756393227927607
11.0,0.10485227799420624,0.09748836644196138,0.11263046734242896
12.0,0.09999512930330545,0.0925634475163229,0.10790403085181113
13.0,0.09536514019789889,0.08788732554814227,0.10337593575644788
14.0,0.0909534962300287,0.08344743198731244,0.0990378578927877
15.0,0.08675068641396036,0.07923183306336268,0.0948818236013045
16.0,0.082741178149695,0.07522919785756253,0.09090019353069875
17.0,0.07890789554528418,0.07142876780244609,0.08708564898465526
18.0,0.07525474408198343,0.06782032794947966,0.0834311783562378
19.0,0.07177262784137166,0.06439417934558468,0.07993006425638825
20.0,0.06843969909728245,0.06114111298145692,0.07657587125495414
21.0,0.0652764161487987,0.05805238508518921,0.07336243394361928
22.0,0.062253648468063,0.055119693602944185,0.07028384563004278
23.0,0.059372422040626927,0.052335155878417236,0.06733444749528553
24.0,0.056614033852081636,0.049691287295308945,0.06450881819141095
25.0,0.05399557976551986,0.04718098139671559,0.06180176387072903
