MINS_ELAPSED,pH,H_PLUS,M_BUTENEDIAL,M_DIMER,M_DIAZEPINE,M_C4H5NO,MINS_ELAPSED_std,pH_std,H_PLUS_std,M_BUTENEDIAL_std,M_DIMER_std,M_DIAZEPINE_std,M_C4H5NO_std
12.0,5.590186093928178,2.5807337547598842e-06,0.7235950281525549,0.047943488809093805,0.003555275402103474,0.04287783285243811,2.8284271247461903,0.05793527881384524,3.43254750798319e-07,0.05841349549034944,0.004436620944097894,0.0001874147243163548,0.001661332600237774
21.166666666666668,5.404640204705491,3.97197341706487e-06,0.6149792839689789,0.048622129565494526,0.003320457341973866,0.04741139690215659,3.2532035493238554,0.06935964646458045,6.225084001084392e-07,0.04283437798788904,0.003923870564992127,0.00015786602031380337,0.0015335922671547183
44.5,5.067841839777117,8.661651218334992e-06,0.44772123658769775,0.04703327724636141,0.003218370780835015,0.033726562532667585,4.0,0.08485515222486269,1.6537591717613568e-06,0.022552651239770648,0.007134164447927255,0.001056673121303081,0.00431393787649568
83.0,4.562271233039568,2.7398624915576918e-05,0.2753638584935727,0.03223972232444492,0.002217655684691384,0.016607451923934983,,,,,,,
123.75,4.404826912464319,3.9372917814415664e-05,0.22946988207797725,0.029832659751407625,0.0028523699904387544,0.012731634326994583,3.181980515339464,0.00652562979557265,5.915880320476555e-07,0.02596155355126645,0.001428119099301613,0.00013757632996398836,0.0003181722522401056
169.0,4.2756420609870895,5.3010016452045505e-05,0.14686072452990542,0.02544323317964517,0.0027871540380325077,0.006417422645277807,,,,,,,
