MINS_ELAPSED,pH,pH_MIN,pH_MAX,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX,M_C4H5NO,M_C4H5NO_MIN,M_C4H5NO_MAX,M_DIMER,M_DIMER_MIN,M_DIMER_MAX,M_BD_OH,M_BD_OH_MIN,M_BD_OH_MAX,M_NH
11.8,8.463748207828129,8.414130498305694,8.530763164508393,0.4321592708982006,0.3983383373215466,0.4541348414836659,-1.0524282453685816e-12,-2.111716978704788e-08,2.269884066822819e-08,0.0844910159559114,0.07953616461971393,0.09520820444466672,0.01752407239691237,0.01661689982739369,0.01799780666962446,-0.14922168148275186
11.9,8.463354238027666,8.413988082763439,8.529847209056213,0.43112400907982856,0.3972137554207283,0.4532043881130817,-1.3112765230689071e-12,-2.345806619359073e-08,2.2884009010802275e-08,0.08436939710209428,0.07939729170810753,0.09508650712125012,0.017635640570800203,0.016720410076861054,0.01811529389827644,-0.1502569433011239
12.0,8.462965007409519,8.413847070617095,8.528944937978194,0.43009565633410657,0.3960939415554293,0.4522771668153429,-1.0899728129259672e-12,-2.0094350882348683e-08,2.228929827128976e-08,0.08424131963397907,0.07925890287190596,0.09496512049055454,0.017746955559418208,0.01682355280448096,0.018232439653644485,-0.1512852960468459
12.1,8.462580432019173,8.413707441224284,8.528056046881332,0.42906430224135467,0.3949788670965828,0.4513531599478415,-8.430705186700278e-13,-2.151380739737005e-08,2.2067107614270023e-08,0.08411866651986236,0.07912099559168817,0.09484404392626207,0.01785790557018443,0.01692633080327185,0.018349246461110788,-0.1523166501395978
12.2,8.462200430459058,8.413569174345488,8.527180240334005,0.4280413227589092,0.3938685057030146,0.4504323489952039,-5.428482442557805e-13,-2.2502300916133103e-08,2.0714919243377253e-08,0.08399611004884076,0.0789835672804027,0.09472327592161144,0.01796864420556112,0.01702874680959433,0.01846571687231521,-0.15333962962204326
12.3,8.461824921995717,8.413432250134269,8.526317231538597,0.4270220938360314,0.3927628300700727,0.449514718527704,-4.664541876112916e-13,-2.5141366708740344e-08,2.2311024994568724e-08,0.08387367579097044,0.07884661551934946,0.0946028150710049,0.018078765210628702,0.017130803529436373,0.0185818532305067,-0.15435885854492107
12.4,8.461453824416816,8.413296649127771,8.525466742018379,0.4260031350086811,0.3916618124320321,0.4486002521179446,-4.5217331241739904e-13,-2.672717187110897e-08,2.421482935585017e-08,0.08374647195408948,0.07871013786777185,0.09448265996884476,0.018188595961908176,0.01723250363048431,0.01869765810250997,-0.15537781737227138
12.5,8.46108706458236,8.4131623522375,8.524628501317911,0.4249930003564034,0.3905654250231677,0.4476889329226069,-4.088910553870858e-13,-2.4172972282949227e-08,2.4006799022747834e-08,0.08362417512044472,0.07857413191394554,0.09436280942029253,0.01829830019074069,0.0173338497329794,0.018813133803419903,-0.15638795202454905
12.6,8.460724563736877,8.413029340740362,8.523802246716299,0.4239807588543491,0.3894736402399491,0.44678074498105147,-2.8819547788178445e-13,-2.213609730931015e-08,2.4510945178675406e-08,0.08350233988389455,0.0784385951595681,0.09424326255231702,0.018407503814212942,0.0174348444348294,0.01892828264393776,-0.15740019352660337
12.7,8.46036624911823,8.412897596269968,8.522987722952664,0.4229708952470589,0.3883864327360295,0.4458756736294983,-4.550919730839021e-13,-2.423974529296504e-08,2.222994719535393e-08,0.0833796045777669,0.07830352509803219,0.09412401821249647,0.01851639335027226,0.01753549028347159,0.019043106708933454,-0.15841005713389358
12.8,8.460012049559621,8.412767100808171,8.522184681963223,0.42196483612941976,0.3873037764023161,0.4449737020515558,-3.603880377333942e-13,-2.4601747092815167e-08,2.2526785734845734e-08,0.08326108502573637,0.07816891942422295,0.09400507524042603,0.018624941734327917,0.017635789783233703,0.019157608391018845,-0.1594161162515327
12.9,8.459661893851179,8.41263783667686,8.521392882629414,0.42097511733531257,0.3862256445690523,0.4440748130008271,-2.943438750639541e-13,-2.5831576631219467e-08,2.3191068165004745e-08,0.0831415224993449,0.07803477577119228,0.0938864324796862,0.01873339488953497,0.01773574541997766,0.01927179014960661,-0.1604058350456399
13.0,8.459315710730726,8.412509786529967,8.520612090536517,0.4199900889210864,0.38515201056648185,0.4431789893036368,-2.0436174071448512e-13,-2.6303156245469798e-08,2.5399899394517378e-08,0.08302199471380832,0.07790109179303907,0.09376808882471753,0.01884138287151864,0.01783535968015848,0.01938565442440004,-0.16139086345986606
13.1,8.458973434074688,8.412382933345718,8.519842077742284,0.4190031196140148,0.38408285234921297,0.4422862153837413,-1.8745545710323722e-13,-2.5656337160074887e-08,2.0538702026787388e-08,0.08290255354112035,0.07776786502941843,0.09365004315374154,0.018948880647039864,0.017934634937320497,0.01949920323384329,-0.16237783276693765
13.2,8.458635001047282,8.41225726041908,8.519082622555075,0.4180092526386738,0.3830181336279067,0.44140107984084986,-3.597233122313264e-13,-2.4073085753612387e-08,2.2731947158205688e-08,0.08278304839884366,0.07763509317371389,0.09353229433349912,0.01905644484638177,0.018033573600182488,0.019612438605495282,-0.1633716997422787
13.3,8.45830034480421,8.412132751354436,8.518333509321064,0.4170286700811612,0.38195783817931067,0.4405261938893841,-9.640886609328695e-14,-2.03882629149156e-08,2.437827274615385e-08,0.08266339703542863,0.07750277392085451,0.09341484123073128,0.019163312422243062,0.018132178021582308,0.01972536267641849,-0.1643522822997913
13.4,8.457969401814541,8.412009390058447,8.51759452822008,0.4160404469508226,0.3809019396970869,0.4396543544790989,-6.69733001367797e-14,-2.5017663202182848e-08,2.3263621104351135e-08,0.08254561296348628,0.07737090496562281,0.09329768277385618,0.01927025486296226,0.018230450497956446,0.01983797752998094,-0.16534050543012987
13.5,8.457642112469454,8.41188716073312,8.516865475069666,0.4150586307400155,0.3798504120802686,0.43878554383765056,-3.1927922319058294e-14,-2.2276035795796677e-08,2.0724994841617915e-08,0.08242697238276593,0.07723948401232401,0.09318081777795732,0.019376755367804657,0.018328393328572636,0.01995028525179333,-0.166322321640937
13.6,8.457318413026709,8.411766047869067,8.516146151137006,0.4140748675975226,0.37880322946961403,0.4379197462730801,-1.8662871550988088e-13,-1.9267001476020995e-08,2.389466030447122e-08,0.08231113357107248,0.07710850875372043,0.09306424521875564,0.019482515435644773,0.018426008818813674,0.020062287856892225,-0.16730608478342987
