MINS_ELAPSED,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX
5.0,0.23107250997371329,0.22729159877186814,0.23471798111291983
6.0,0.22987668833961045,0.2259319059942809,0.2337259909827812
7.0,0.22870437537084226,0.224573755767898,0.23273869736972194
8.0,0.2275374539070474,0.2232237712279342,0.23175557202094327
9.0,0.22637839560605125,0.22188190400139918,0.23077660412837814
10.0,0.2252263308865802,0.2204870696160552,0.22981298327103736
11.0,0.22406476990578925,0.21909936215861944,0.22889504879498432
12.0,0.2229213766883861,0.21772037988771506,0.22798078575837877
13.0,0.22177462994259273,0.21635007356572236,0.22707017682994662
14.0,0.22063510056798255,0.21498839211299764,0.22616320483911737
15.0,0.21951279791734174,0.21363528064246373,0.22525985261532042
16.0,0.21840669344876618,0.2122906852563517,0.2243601039762611
17.0,0.21729134670367745,0.21095455305300537,0.22346394859277643
18.0,0.21617504757111333,0.2096268302893473,0.22257137288778003
19.0,0.21505737333496408,0.2083074644046701,0.22168236245188214
20.0,0.21397043644715857,0.20699640130779592,0.22079690287569298
21.0,0.21287560988793483,0.20569359063103917,0.21991497977357635
22.0,0.211786624051471,0.20439897936071272,0.2190426908759417
23.0,0.21070745879282404,0.20311251608742512,0.21818316083681336
24.0,0.20963265037123047,0.20183414967303276,0.21732700376694694
25.0,0.2085631513088486,0.20056382897917932,0.21647420630297065
26.0,0.20751226796310696,0.19930150331023455,0.2156247550815127
27.0,0.20645254675544178,0.19804712241329425,0.2147786379928012
