SOLUTION_ID,MINS_ELAPSED,INTERNAL_STD,SIG_INTERNAL_STD_AVG,SIG_BUTENEDIAL_NORM,SIG_THCA_MONOMER,SIG_THCA_DIMER,SIG_MONOSUB_ALCOHOL_PROTON_TOTAL,PPM_INTERNAL_STD
bd_ph9.2_d2o_002,5.0,DMS,1,0.365,,,,1.08355
bd_ph9.2_d2o_002,9.0,DMS,1,0.365,,,,1.084725
bd_ph9.2_d2o_002,12.8,DMS,1,0.35,,,,1.0847
bd_ph9.2_d2o_002,16.3,DMS,1,0.34,,,,1.084775
bd_ph9.2_d2o_002,20.0,DMS,1,0.3375,,,,1.084775
bd_ph9.2_d2o_002,23.8,DMS,1,0.3325,,,,1.085325
bd_ph9.2_d2o_002,27.3,DMS,1,0.33,,,,1.08485
