MINS_ELAPSED,pH,M_BUTENEDIAL
5.0,8.8288718092822,0.2303303941357697
9.0,8.798295524229335,0.2303303941357697
12.8,8.79892762180219,0.22086476150005313
16.3,8.797033630854386,0.21455433974290877
20.0,8.797033630854386,0.21297673430362268
23.8,8.783350919582917,0.2098215234250505
27.3,8.795146514374837,0.2082439179857644
