SECONDS,MZ150,MZ168,MZ84,MZ85,MZ149
9.359667,136,64,3483,1772,205
9.364958,112,58,3574,1867,186
9.370292,110,55,4682,1910,170
9.375625,113,40,3756,1865,186
9.380958,83,51,3161,1830,162
9.386292,92,37,3084,1829,176
9.391625,69,43,2884,1717,179
9.396958,65,48,2825,1758,182
9.40225,61,57,2764,1795,165
9.407583,66,34,2600,1750,162
9.412917,73,32,2602,1798,210
9.41825,67,57,2543,1868,190
9.423583,61,47,2379,1814,175
9.428917,57,47,2608,1829,165
9.43425,65,47,2672,1748,145
9.439583,70,49,2559,1836,161
9.444875,57,31,2481,1703,150
9.450208,62,42,2392,1729,163
9.455542,68,43,2465,1787,171
9.460875,69,39,2471,1708,161
9.466208,57,40,2459,1732,184
9.471542,62,41,2518,1737,169
9.476875,60,45,2475,1741,158
9.482208,67,48,2436,1609,172
9.4875,51,42,2435,1684,161
9.492833,68,34,2437,1697,164
9.498167,59,49,2379,1703,195
9.5035,59,44,2443,1796,173
9.508833,56,43,2377,1737,179
9.514167,65,41,2389,1672,174
9.5195,56,43,2345,1619,176
9.524792,69,40,2365,1700,166
9.530125,66,42,2413,1680,195
9.535458,60,39,2408,1699,197
9.540792,69,42,2416,1652,184
9.546125,64,47,2412,1659,202
9.551458,58,55,2355,1690,174
9.556792,70,50,2320,1618,158
9.562083,75,47,2318,1680,187
9.567417,48,41,2353,1608,145
9.57275,73,46,2422,1711,151
9.578083,64,48,2375,1635,191
9.583417,69,38,2431,1772,165
9.58875,63,43,2446,1714,163
9.594083,70,39,2455,1634,172
9.599417,53,40,2401,1666,180
9.604708,67,46,2378,1614,190
9.610042,67,33,2477,1586,194
9.615375,77,37,2352,1591,188
9.620708,74,38,2413,1598,163
9.626042,68,44,2419,1645,204
9.631375,65,40,2373,1584,174
9.636708,50,55,2343,1662,169
9.642042,56,43,2399,1622,187
9.647333,64,44,2351,1678,177
9.652667,66,53,2502,1695,154
9.658,61,37,2416,1632,142
9.663333,50,40,2334,1649,167
9.668667,60,39,2294,1555,186
9.674,54,44,2398,1541,168
9.679333,61,54,2390,1538,177
9.684625,48,48,2260,1537,178
9.689958,61,33,2250,1551,164
9.695292,66,40,2199,1583,164
9.700625,56,45,2312,1585,166
9.705958,70,40,2420,1621,166
9.711292,62,52,2359,1580,170
9.716625,55,47,2326,1504,162
9.721917,50,49,2390,1536,183
9.72725,64,50,2397,1519,173
9.732583,65,58,2369,1547,176
9.737917,52,33,2370,1600,161
9.74325,62,37,2339,1508,183
9.748583,67,44,2339,1535,163
9.753917,56,47,2292,1555,180
9.75925,52,28,2344,1561,171
9.764542,65,48,2483,1605,165
9.769875,66,51,2594,1536,160
9.775208,81,46,4999,1704,169
9.780542,305,69,7686,1867,242
9.785875,285,122,9100,1969,227
9.791208,166,75,6651,1789,216
9.796542,100,79,4990,1748,192
9.801875,88,60,5123,1695,170
9.807167,215,57,9974,1938,257
9.8125,391,87,10833,2068,285
9.817833,500,120,12023,2234,290
9.823167,595,148,10951,2127,319
9.8285,315,102,8230,1960,257
9.833833,227,80,7231,1971,244
9.839167,254,69,7677,1966,234
9.844458,352,79,8156,2034,251
9.849792,350,102,7950,2074,278
9.855125,295,81,7368,1980,230
9.860458,213,74,6663,1938,215
9.865792,155,56,6215,1931,206
9.871125,144,65,5598,1882,198
9.876458,115,64,5209,1799,196
9.881792,104,40,5117,1793,174
9.887083,108,56,4665,1860,171
9.892417,93,50,4323,1804,156
9.89775,105,49,4389,1819,171
9.903083,77,66,4586,1831,173
9.908417,75,38,4545,1751,172
9.91375,72,42,4241,1814,152
9.919083,77,52,4179,1715,175
9.924375,63,41,4081,1774,164
9.929708,72,49,4018,1708,188
9.935042,72,38,4061,1707,188
9.940375,67,33,4022,1653,205
9.945708,74,49,3850,1639,164
9.951042,65,48,3937,1689,210
9.956375,63,52,4056,1662,189
9.961708,74,40,3740,1668,188
9.967,73,45,3742,1699,186
9.972333,82,46,3692,1661,168
9.977667,79,50,3718,1728,193
9.983,65,49,3713,1627,175
9.988333,66,37,3711,1662,170
9.993667,54,64,3926,1686,173
9.999,71,47,3777,1739,156
10.004333,61,60,3700,1675,171
10.009625,64,49,3471,1567,169
10.014958,75,49,3428,1603,183
10.020292,71,40,3505,1593,169
10.025625,60,38,3436,1609,166
10.030958,66,46,3471,1617,160
10.036292,58,36,3551,1591,142
10.041625,61,35,3530,1542,163
10.046917,59,44,3495,1567,144
10.05225,60,53,3402,1537,178
10.057583,60,47,3431,1528,178
10.062917,70,58,3445,1578,187
10.06825,69,44,3604,1555,168
10.073583,82,52,3422,1494,177
10.078917,73,48,3325,1469,179
10.084208,74,44,3438,1494,163
10.089542,64,46,3458,1525,189
10.094875,65,42,3277,1503,164
10.100208,69,46,3316,1556,168
10.105542,65,52,3284,1476,175
10.110875,79,49,3431,1487,186
10.116208,57,47,3299,1417,163
10.121542,61,40,3232,1451,166
10.126833,64,52,3388,1583,176
10.132167,63,45,3363,1465,148
10.1375,71,46,3321,1548,177
10.142833,60,52,3207,1477,162
10.148167,55,52,3276,1546,152
10.1535,78,48,3505,1461,180
10.158833,61,53,3314,1487,198
10.164167,71,60,3349,1512,159
10.169458,67,42,3120,1455,150
10.174792,70,39,3177,1462,190
10.180125,63,45,3149,1456,165
10.185458,70,41,3115,1441,162
10.190792,69,44,3100,1507,193
10.196125,62,44,3016,1494,193
10.201458,70,47,3288,1461,154
10.20675,62,43,3235,1450,176
10.212083,72,55,3197,1501,167
10.217417,73,46,3207,1391,189
10.22275,62,53,3119,1398,182
10.228083,70,55,3196,1427,210
10.233417,72,56,3183,1462,181
10.23875,71,61,3140,1422,209
10.244042,68,44,3074,1386,203
10.249375,58,38,3077,1461,171
10.254708,69,45,3161,1478,202
10.260042,62,51,3136,1368,192
10.265375,62,49,3114,1361,176
10.270708,62,44,3223,1380,184
10.276042,75,46,3009,1387,174
10.281375,63,58,2955,1448,177
10.286708,65,46,3014,1383,191
10.292,61,48,2915,1433,179
10.297333,64,52,3052,1460,171
10.302667,62,40,3116,1449,188
10.308,63,45,3071,1384,178
10.313333,85,43,2981,1371,180
10.318667,61,53,3043,1360,177
10.324,66,46,2941,1414,162
10.329292,55,52,3010,1426,172
10.334625,66,49,3000,1371,169
10.339958,71,47,3109,1357,179
10.345292,70,49,3075,1472,181
10.350625,67,54,3064,1348,184
10.355958,88,51,2936,1356,199
10.361292,58,44,2798,1399,176
10.366583,58,42,2861,1446,188
10.371917,61,55,2837,1415,167
10.37725,66,37,3000,1467,163
10.382583,60,45,3096,1384,142
10.387917,65,43,3082,1423,155
10.39325,82,43,2897,1385,172
10.398583,63,48,3008,1417,180
10.403917,62,44,2908,1332,158
10.409208,52,42,2921,1383,143
10.414542,54,40,3039,1432,154
10.419875,64,49,3059,1387,159
10.425208,59,52,3002,1429,156
10.430542,61,41,3028,1417,170
10.435875,66,46,2768,1449,160
10.441208,52,45,2857,1407,181
10.446542,56,44,3013,1437,169
10.451833,77,45,2923,1323,167
10.457167,70,40,2930,1294,146
10.4625,65,32,2889,1352,185
10.467833,70,53,2938,1344,212
10.473167,61,52,2833,1325,199
10.4785,72,44,2804,1330,189
10.483833,69,46,2868,1303,183
10.489125,67,51,2800,1358,179
10.494458,67,46,2723,1405,185
10.499792,75,46,2830,1363,169
10.505125,64,47,2903,1338,157
10.510458,62,55,2993,1380,178
10.515792,74,49,2870,1313,176
10.521125,57,43,2784,1243,180
10.526458,57,38,2799,1341,177
10.53175,67,43,2723,1360,189
10.537083,69,50,2812,1297,195
10.542417,78,48,2784,1268,181
10.54775,73,55,2729,1272,176
10.553083,49,38,2611,1413,190
10.558417,53,42,2725,1349,139
10.56375,65,56,2853,1323,154
10.569042,53,64,2723,1253,158
10.574375,73,43,2777,1310,165
10.579708,57,39,2829,1340,171
10.585042,70,51,2739,1363,171
10.590375,62,45,2772,1245,155
10.595708,67,57,2702,1300,169
10.601042,71,58,2693,1360,176
10.606375,66,38,2700,1384,159
10.611667,63,51,2849,1327,168
10.617,64,51,2942,1273,165
10.622333,61,48,2824,1297,168
10.627667,66,38,2753,1341,164
10.633,74,44,2744,1267,173
10.638333,66,49,2739,1287,159
10.643667,66,59,2709,1324,186
10.649,60,46,2678,1217,170
10.654292,63,50,2637,1313,177
10.659625,67,44,2643,1322,194
10.664958,53,43,2717,1362,163
10.670292,59,43,2719,1357,180
10.675625,73,44,2696,1289,170
10.680958,63,55,2615,1311,175
10.686292,65,44,2551,1301,176
10.691583,55,43,2698,1327,182
10.696917,63,52,2718,1298,177
10.70225,71,43,2680,1310,171
10.707583,71,52,2700,1261,176
10.712917,61,53,2676,1299,202
10.71825,61,40,2614,1273,175
10.723583,77,52,2688,1271,168
10.728875,72,57,2571,1262,213
10.734208,68,55,2610,1217,186
10.739542,64,43,2632,1254,197
10.744875,71,50,2567,1223,185
10.750208,68,61,2452,1246,173
10.755542,64,52,2640,1251,208
10.760875,57,41,2628,1257,194
10.766208,62,41,2507,1262,171
10.7715,66,49,2611,1288,183
10.776833,69,47,2441,1235,156
10.782167,56,41,2612,1261,167
10.7875,62,46,2605,1270,174
10.792833,51,43,2592,1233,171
10.798167,76,40,2550,1265,162
10.8035,60,39,2562,1236,179
10.808833,64,41,2403,1215,202
10.814125,51,60,2442,1256,166
10.819458,69,43,2442,1241,192
10.824792,61,43,2589,1359,183
10.830125,61,54,2521,1216,159
10.835458,56,57,2525,1183,168
10.840792,66,46,2584,1285,167
10.846125,73,51,2567,1177,211
10.851417,58,52,2572,1245,159
10.85675,72,48,2507,1257,183
10.862083,62,54,2527,1221,147
10.867417,57,53,2578,1213,196
10.87275,68,44,2532,1221,175
10.878083,69,65,2493,1216,196
10.883417,72,65,2509,1166,172
10.888708,67,48,2394,1202,204
10.894042,69,48,2480,1206,191
10.899375,77,41,2433,1155,212
10.904708,72,43,2485,1232,178
10.910042,73,46,2492,1220,167
10.915375,71,52,2435,1238,193
10.920708,77,40,2377,1156,190
10.926042,74,54,2487,1183,178
10.931333,58,55,2471,1170,163
10.936667,66,57,2393,1206,188
10.942,56,46,2354,1157,169
10.947333,63,52,2478,1208,184
10.952667,76,57,2459,1229,197
10.958,75,56,2511,1224,198
10.963333,75,55,2407,1180,172
10.968667,63,52,2372,1154,196
10.973958,69,45,2365,1187,176
10.979292,72,40,2493,1299,155
10.984625,58,60,2437,1272,170
10.989958,59,51,2490,1246,163
10.995292,70,41,2525,1290,184
11.000625,76,48,2465,1175,189
11.005958,65,64,2386,1197,156
11.01125,73,42,2313,1157,189
11.016583,79,47,2340,1206,173
11.021917,79,57,2392,1139,171
11.02725,65,49,2363,1219,194
11.032583,59,58,2371,1281,171
11.037917,74,53,2471,1220,182
11.04325,71,45,2448,1154,173
11.048583,55,53,2403,1228,161
11.053875,71,52,2360,1176,181
11.059208,58,37,2336,1179,188
11.064542,57,47,2382,1133,168
11.069875,74,49,2338,1250,183
11.075208,58,43,2398,1168,167
11.080542,58,40,2275,1176,177
11.085875,56,37,2193,1158,163
11.091208,59,48,2247,1197,167
11.0965,64,59,2381,1147,156
11.101833,66,49,2433,1176,156
11.107167,55,48,2364,1208,160
11.1125,71,50,2471,1202,167
11.117833,155,60,5312,1407,180
11.123167,382,91,9614,1655,262
11.1285,428,103,7235,1565,307
11.133792,228,61,4672,1443,201
11.139125,143,41,4189,1349,160
11.144458,142,44,4500,1359,202
11.149792,225,76,5124,1401,200
11.155125,302,76,5598,1509,230
11.160458,260,83,5480,1503,236
11.165792,191,74,5014,1456,228
11.171125,158,57,4456,1446,200
11.176417,132,59,4111,1361,188
11.18175,107,56,3901,1319,195
11.187083,111,52,3729,1406,207
11.192417,90,54,3506,1403,180
11.19775,90,49,3588,1412,176
11.203083,103,46,3448,1427,183
11.208417,113,48,3499,1396,172
11.213708,83,40,3289,1395,181
11.219042,77,60,3303,1317,159
11.224375,85,50,3342,1366,177
11.229708,71,52,3319,1394,179
11.235042,84,49,3208,1353,173
11.240375,73,48,3005,1376,174
11.245708,71,50,2947,1327,183
11.251042,80,53,3003,1358,171
11.256333,75,56,3008,1388,170
11.261667,69,53,3081,1367,168
11.267,75,45,3037,1414,165
11.272333,69,52,3015,1418,194
11.277667,81,53,2902,1262,184
11.283,58,49,2978,1356,152
11.288333,76,42,2901,1295,185
11.293625,74,57,2764,1265,179
11.298958,79,46,2802,1352,184
11.304292,72,50,2762,1371,189
11.309625,63,49,2717,1356,183
11.314958,63,54,2917,1288,139
11.320292,65,52,2884,1289,172
11.325625,52,56,2839,1303,158
11.330958,69,50,2876,1265,165
11.33625,68,50,2742,1245,163
11.341583,85,56,2849,1278,151
11.346917,68,47,2813,1249,185
11.35225,65,44,2842,1353,193
11.357583,65,39,2761,1184,172
11.362917,69,40,2764,1262,172
11.36825,82,53,2883,1272,197
11.373542,79,58,2759,1263,179
11.378875,81,56,2911,1263,233
11.384208,64,55,2707,1249,192
11.389542,58,50,2849,1280,186
11.394875,73,37,2837,1291,167
11.400208,81,58,2795,1197,184
11.405542,81,57,2732,1204,189
11.410875,72,51,2747,1202,195
11.416167,64,55,2677,1247,183
11.4215,68,38,2842,1345,182
11.426833,67,43,2964,1262,158
11.432167,73,46,2830,1260,163
11.4375,59,43,2761,1270,160
11.442833,62,58,2853,1264,160
11.448167,79,47,2740,1242,181
11.4535,59,55,2799,1200,164
11.458792,82,45,2795,1270,174
11.464125,69,45,2827,1153,150
11.469458,70,50,2833,1257,166
11.474792,58,50,2783,1211,154
11.480125,72,54,2753,1213,163
11.485458,72,51,2863,1226,180
11.490792,62,51,2876,1197,158
11.496083,66,52,2793,1161,162
11.501417,73,48,2777,1139,163
11.50675,76,42,2866,1220,170
11.512083,70,54,2828,1195,176
11.517417,76,46,2733,1230,202
11.52275,63,55,2639,1133,179
11.528083,72,49,2686,1202,195
11.533375,63,39,2679,1158,186
11.538708,60,52,2550,1125,188
11.544042,69,44,2549,1209,187
11.549375,62,39,2848,1180,153
11.554708,59,41,2709,1227,147
11.560042,73,51,2698,1172,181
11.565375,57,45,2662,1178,166
11.570708,61,43,2653,1141,184
11.576,68,54,2619,1078,177
11.581333,78,43,2661,1158,167
11.586667,81,59,2805,1228,182
11.592,66,57,2675,1112,193
11.597333,75,49,2829,1134,173
11.602667,77,49,2718,1106,216
11.608,72,45,2575,1113,173
11.613333,59,45,2805,1238,199
11.618625,71,45,2569,1154,165
11.623958,68,54,2766,1184,187
11.629292,61,52,2803,1157,170
11.634625,69,53,2698,1177,184
11.639958,63,58,2693,1152,164
11.645292,58,55,2655,1170,165
11.650625,69,51,2751,1146,148
11.655958,82,63,2698,1161,169
11.66125,75,67,2616,1158,197
11.666583,69,51,2698,1136,181
11.671917,65,61,2643,1147,191
11.67725,68,54,2632,1079,203
11.682583,72,64,2570,1160,195
11.687917,64,55,2625,1110,201
11.69325,65,45,2695,1122,174
11.698542,70,41,2656,1148,181
11.703875,69,63,2608,1143,160
11.709208,66,49,2582,1124,160
11.714542,62,41,2618,1081,157
11.719875,66,59,2657,1119,192
11.725208,63,50,2654,1085,192
11.730542,57,46,2618,1027,181
11.735833,59,43,2612,1137,179
11.741167,60,53,2733,1125,169
11.7465,70,50,2529,1056,188
11.751833,63,50,2613,1106,193
11.757167,75,49,2420,1163,175
11.7625,74,43,2652,1145,161
11.767833,50,38,2686,1089,163
11.773167,64,57,2662,1104,162
11.7785,66,55,2673,1181,161
11.783792,71,59,2585,1174,174
11.789125,69,48,2637,1102,154
11.794458,82,56,2633,1074,181
11.799792,66,53,2562,1070,163
11.805125,73,49,2629,1189,201
11.810458,72,60,2652,1121,179
11.815792,62,44,2664,1125,171
11.821083,67,60,2651,1073,195
11.826417,78,48,2517,1072,217
11.83175,79,62,2662,1067,197
11.837083,70,53,2574,1128,187
11.842417,80,54,2543,1102,193
11.84775,78,59,2542,1074,176
11.853083,71,57,2520,1120,174
11.858417,73,59,2460,1146,182
11.863708,68,42,2495,1124,196
11.869042,81,36,2590,1075,173
11.874375,59,55,2521,1104,173
11.879708,68,52,2469,1135,149
11.885042,74,51,2624,1149,184
11.890375,83,56,2615,1032,175
11.895708,79,57,2565,1126,195
11.901,65,65,2527,1118,166
11.906333,66,39,2570,1113,180
11.911667,65,52,2614,1160,172
11.917,71,68,2655,1138,180
11.922333,66,52,2545,1100,172
11.927667,76,58,2552,1068,175
11.933,60,50,2492,1042,200
11.938333,66,51,2520,1085,180
11.943625,68,59,2433,1060,184
11.948958,68,52,2443,1127,193
11.954292,68,44,2355,1123,161
11.959625,68,53,2568,1116,178
11.964958,61,43,2541,1063,173
11.970292,60,36,2519,1107,153
11.975625,56,40,2500,1070,173
11.980917,69,54,2472,1089,186
11.98625,75,61,2577,1011,188
11.991583,62,54,2469,1123,169
11.996917,76,54,2572,1064,187
12.00225,72,46,2499,1023,184
12.007583,68,50,2470,1059,199
12.012917,73,51,2472,1091,212
12.01825,65,47,2573,1050,195
12.023542,66,45,2482,1065,200
12.028875,84,54,2516,1113,205
12.034208,78,48,2544,1078,200
12.039542,70,59,2413,1045,166
12.044875,79,51,2460,998,187
12.050208,58,58,2373,1097,173
12.055542,75,69,2455,1027,181
12.060833,67,49,2317,997,166
12.066167,58,60,2375,1093,193
12.0715,74,58,2562,1082,182
12.076833,72,56,2531,1011,170
12.082167,62,53,2468,1081,168
12.0875,79,57,2387,1105,173
12.092833,63,59,2463,1071,180
12.098167,78,59,2418,1049,190
12.103458,74,65,2364,1075,216
12.108792,69,49,2419,1040,193
12.114125,72,44,2361,1015,185
12.119458,71,55,2474,989,198
12.124792,71,63,2411,1039,194
12.130125,70,56,2443,1045,171
12.135458,62,48,2502,1058,176
12.140792,74,60,2395,1027,177
12.146083,76,44,2299,1018,197
12.151417,74,54,2312,1074,177
12.15675,72,58,2463,1048,178
12.162083,67,54,2367,997,191
12.167417,79,49,2405,1064,173
12.17275,65,54,2435,1064,193
12.178083,71,56,2384,1007,179
12.183375,79,56,2510,1017,197
12.188708,78,61,2483,947,195
12.194042,70,59,2410,1006,192
12.199375,63,52,2319,970,183
12.204708,68,56,2382,1017,182
12.210042,68,59,2426,1028,189
12.215375,72,51,2408,1053,185
12.220667,81,54,2407,1060,199
12.226,70,56,2395,1027,192
12.231333,77,59,2383,1040,204
12.236667,78,61,2424,1044,191
12.242,76,52,2444,1032,181
12.247333,73,49,2366,1049,195
12.252667,77,49,2408,972,192
12.258,65,56,2389,998,171
12.263333,73,56,2354,1031,198
12.268625,83,57,2325,1075,187
12.273958,70,59,2410,993,187
12.279292,82,47,2332,1031,223
12.284625,75,55,2387,978,183
12.289958,75,43,2278,1009,180
12.295292,70,54,2376,1037,175
12.300625,65,66,2346,993,181
12.305917,72,59,2334,1001,201
12.31125,61,55,2428,981,195
12.316583,71,48,2294,992,184
12.321917,66,46,2365,1025,182
12.32725,75,54,2225,1003,206
12.332583,77,54,2300,979,199
12.337917,77,59,2300,982,201
12.343208,80,52,2332,1002,193
12.348542,70,62,2291,1021,171
12.353875,72,58,2262,976,195
12.359208,83,54,2251,1009,194
12.364542,78,54,2307,967,202
12.369875,67,64,2327,1004,184
12.375208,78,54,2331,1017,182
12.3805,66,50,2210,971,185
12.385833,75,49,2225,980,185
12.391167,70,52,2320,1012,171
12.3965,64,46,2221,993,185
12.401833,65,54,2313,970,189
12.407167,78,58,2198,947,193
12.4125,77,50,2407,920,176
12.417833,76,58,2241,1003,213
12.423167,78,58,2345,1031,197
12.428458,74,60,2281,943,190
12.433792,77,51,2278,991,181
12.439125,66,48,2204,1002,178
12.444458,71,43,2321,1001,178
12.449792,71,49,2391,947,202
12.455125,69,61,2452,1028,203
12.460458,65,51,2443,971,197
12.46575,68,51,2493,1006,180
12.471083,79,55,2470,953,189
12.476417,73,51,2495,1014,200
12.48175,80,50,2541,1004,190
12.487083,69,57,2752,985,198
12.492417,74,44,2610,980,178
12.49775,63,44,2499,942,201
12.503042,70,47,2524,1043,208
12.508375,86,50,2511,1040,183
12.513708,72,53,2593,1030,197
12.519042,62,59,2579,1044,196
12.524375,76,59,2462,1044,172
12.529708,75,49,2654,1023,174
12.535042,82,56,2539,1045,217
12.540375,68,57,2436,1074,205
12.545667,67,60,2479,1026,212
12.551,66,49,2513,1105,197
12.556333,52,51,2484,1056,180
12.561667,83,45,2535,1099,196
12.567,65,43,2426,1053,191
12.572333,80,43,2371,1079,175
12.577667,62,56,2477,1016,179
12.583,60,41,2482,1082,192
12.588292,67,55,2412,1083,172
12.593625,83,55,2416,1083,196
12.598958,71,56,2526,1101,207
12.604292,70,51,2361,1036,185
12.609625,75,59,2288,1075,194
12.614958,74,55,2400,1106,179
12.620292,69,51,2384,1104,172
12.625583,64,46,2408,1100,192
12.630917,62,46,2531,1113,195
12.63625,77,47,2452,1016,194
12.641583,65,45,2394,1111,194
12.646917,73,49,2538,1054,181
12.65225,72,53,2518,1147,188
12.657583,75,52,2590,1112,187
12.662875,75,56,2516,1142,175
12.668208,89,43,2510,1201,183
12.673542,73,49,2579,1154,193
12.678875,66,60,2695,1203,182
12.684208,67,48,2652,1217,174
12.689542,66,42,2587,1262,183
12.694875,66,58,2638,1337,173
12.700208,69,53,2748,1252,154
12.7055,62,43,2686,1363,187
12.710833,64,55,2725,1327,177
12.716167,59,56,2784,1427,171
12.7215,68,58,2818,1474,180
12.726833,68,55,2803,1429,198
12.732167,63,56,2818,1426,183
12.7375,74,62,2782,1423,202
12.742833,64,51,2784,1416,186
12.748125,68,50,2727,1527,173
12.753458,71,43,2788,1462,159
12.758792,73,54,2803,1556,175
12.764125,65,52,2874,1577,182
12.769458,81,49,2879,1536,187
12.774792,77,64,2907,1604,186
12.780125,91,55,2946,1587,200
12.785417,85,62,2876,1649,199
12.79075,81,59,2927,1620,187
12.796083,75,60,3037,1625,187
12.801417,78,61,2998,1566,208
12.80675,73,55,2911,1637,195
12.812083,67,72,2921,1610,191
12.817417,70,58,2961,1642,188
12.82275,74,40,3066,1670,194
12.828042,79,62,2974,1653,182
12.833375,74,70,3116,1747,194
12.838708,75,62,3095,1767,175
12.844042,64,57,3169,1732,189
12.849375,73,54,3018,1702,204
12.854708,78,55,3065,1762,204
12.860042,79,67,3178,1679,203
12.865333,82,58,3098,1691,202
12.870667,75,59,3186,1614,194
12.876,78,53,3076,1755,198
12.881333,72,56,3140,1715,179
12.886667,78,63,3101,1758,178
12.892,69,41,3227,1704,192
12.897333,63,53,3199,1704,167
12.902667,63,50,3135,1714,172
12.907958,72,48,3145,1727,190
12.913292,64,47,3216,1792,181
12.918625,69,50,3298,1777,170
12.923958,73,39,3390,1751,199
12.929292,63,42,3191,1751,181
12.934625,61,52,3276,1741,180
12.939958,59,54,3388,1735,195
12.94525,68,46,3338,1768,191
12.950583,73,53,3330,1745,189
12.955917,71,54,3251,1746,179
12.96125,77,44,3255,1740,194
12.966583,61,51,3302,1691,167
12.971917,52,33,3410,1710,186
12.97725,67,47,3403,1742,172
12.982583,73,53,3389,1795,179
12.987875,69,43,3334,1802,177
12.993208,68,54,3366,1724,187
12.998542,84,49,3284,1676,202
13.003875,66,40,3486,1689,189
13.009208,58,50,3512,1763,163
13.014542,63,51,3419,1732,161
13.019875,70,54,3368,1763,184
13.025167,68,47,3626,1783,167
13.0305,62,40,3670,1854,161
13.035833,53,49,3621,1719,159
13.041167,56,50,3482,1745,177
13.0465,75,47,3523,1712,169
13.051833,68,60,3455,1791,175
13.057167,58,45,3515,1732,163
13.0625,82,44,3418,1740,173
13.067792,59,47,3501,1728,178
13.073125,67,52,3501,1710,182
13.078458,63,52,3521,1633,191
13.083792,67,49,3486,1670,184
13.089125,65,60,3560,1679,209
13.094458,70,45,3675,1728,177
13.099792,75,50,3557,1749,177
13.105125,68,52,3643,1757,174
13.110417,59,51,3601,1612,185
13.11575,66,56,3539,1668,181
13.121083,67,56,3698,1701,169
13.126417,66,81,3658,1651,163
13.13175,65,39,3553,1691,185
13.137083,69,60,3683,1659,171
13.142417,62,51,3592,1614,168
13.147708,60,60,3587,1679,171
13.153042,61,58,3723,1735,208
13.158375,64,47,3786,1645,160
13.163708,68,47,3524,1678,171
13.169042,60,50,3593,1676,183
13.174375,63,41,3545,1745,178
13.179708,69,54,3714,1680,145
13.185,57,46,3824,1672,149
13.190333,50,43,3820,1629,156
13.195667,69,41,3707,1632,162
13.201,68,44,3659,1696,164
13.206333,74,42,3763,1672,157
13.211667,65,44,3813,1634,169
13.217,59,47,3882,1706,165
13.222333,64,53,3623,1596,172
13.227625,69,46,3775,1546,161
13.232958,76,66,3694,1590,185
13.238292,70,49,3626,1501,203
13.243625,72,41,3750,1619,196
13.248958,81,52,3781,1559,188
13.254292,63,51,3741,1582,178
13.259625,65,42,3811,1623,184
13.264958,73,59,3759,1576,186
13.27025,71,51,3771,1566,186
13.275583,66,49,3710,1522,208
13.280917,71,47,3747,1506,197
13.28625,61,52,3745,1538,173
13.291583,74,48,3760,1591,174
13.296917,68,45,3635,1559,193
13.30225,65,43,3773,1573,184
13.307542,74,47,3780,1485,180
13.312875,67,40,3867,1513,166
13.318208,67,59,3811,1529,168
13.323542,65,43,3814,1481,169
13.328875,63,49,3876,1505,171
13.334208,69,52,3842,1453,185
13.339542,65,55,3757,1438,167
13.344833,69,38,3848,1447,152
13.350167,80,58,3814,1401,171
13.3555,63,35,3937,1512,189
13.360833,57,34,3809,1534,168
13.366167,66,45,3763,1418,175
13.3715,71,47,3677,1454,199
13.376833,71,53,3805,1525,170
13.382167,54,46,3784,1411,185
13.387458,56,52,3697,1386,168
13.392792,77,55,3755,1417,182
13.398125,70,48,3802,1414,186
13.403458,68,63,3777,1398,188
13.408792,72,44,3778,1377,180
13.414125,66,44,3761,1423,193
13.419458,81,50,3779,1425,200
13.424792,64,50,3923,1489,175
13.430083,64,49,3872,1454,156
13.435417,63,41,3867,1409,172
13.44075,70,45,3761,1389,167
13.446083,65,59,3996,1433,163
13.451417,60,62,4008,1462,171
13.45675,69,51,3775,1448,165
13.462083,78,40,3823,1421,168
13.467375,61,60,3817,1337,184
13.472708,58,53,3900,1340,171
13.478042,60,50,3843,1399,184
13.483375,57,53,3862,1382,190
13.488708,49,46,3841,1355,178
13.494042,65,57,3805,1406,166
13.499375,57,43,3875,1434,171
13.504708,66,60,3886,1358,188
13.51,64,49,4110,1458,152
13.515333,57,52,3909,1351,163
13.520667,77,51,4044,1448,176
13.526,74,50,3983,1363,196
13.531333,65,51,3958,1368,185
13.536667,72,53,3975,1358,177
13.542,70,45,3959,1341,174
13.547292,64,53,3952,1345,163
13.552625,67,58,3996,1280,185
13.557958,69,48,3846,1332,171
13.563292,63,50,4007,1309,188
13.568625,65,60,3928,1270,176
13.573958,66,50,3843,1319,180
13.579292,69,61,4028,1377,183
13.584625,74,46,4060,1265,189
13.589917,75,51,4008,1322,167
13.59525,67,57,3996,1293,166
13.600583,68,47,4019,1332,165
13.605917,80,46,4073,1328,159
13.61125,76,66,4045,1329,182
13.616583,75,54,3945,1302,231
13.621917,62,48,4029,1300,186
13.62725,65,54,3959,1305,173
13.632542,70,44,4058,1372,200
13.637875,65,49,3947,1271,180
13.643208,78,40,3986,1211,191
13.648542,74,55,4080,1324,188
13.653875,73,42,4109,1381,181
13.659208,60,43,4105,1356,166
13.664542,63,54,4048,1231,174
13.669833,80,50,4149,1308,174
13.675167,63,53,4009,1301,175
13.6805,77,48,4009,1204,170
13.685833,78,62,4105,1276,184
13.691167,65,53,3860,1289,178
13.6965,63,56,3942,1237,180
13.701833,61,45,3995,1254,178
13.707125,70,54,3965,1314,164
13.712458,72,43,4119,1302,150
13.717792,63,58,4125,1322,185
13.723125,76,63,4062,1256,164
13.728458,66,46,4161,1277,159
13.733792,75,44,4179,1242,172
13.739125,66,47,4079,1273,172
13.744458,68,51,4036,1250,178
13.749792,73,45,3987,1279,177
