SECONDS,MZ150,MZ168,MZ84,MZ85,MZ149
4.76175,70,50,623,1656,233
4.767083,81,49,636,1625,172
4.772417,73,53,667,1685,214
4.777708,71,62,622,1582,186
4.783042,69,58,635,1701,189
4.788375,70,52,652,1577,207
4.793708,69,67,604,1624,211
4.799042,68,57,646,1609,209
4.804375,76,55,710,1654,194
4.809708,55,44,671,1642,170
4.815042,64,42,677,1787,186
4.820333,71,58,717,1770,192
4.825667,63,58,684,1748,185
4.831,65,39,721,1817,188
4.836333,77,54,785,1917,182
4.841667,75,62,785,1889,186
4.847,71,49,711,1902,218
4.852333,64,55,706,2032,210
4.857667,68,48,720,2073,177
4.862958,70,48,745,2151,173
4.868292,60,49,773,2013,158
4.873625,65,42,741,2070,185
4.878958,64,39,747,1968,191
4.884292,65,49,732,2089,177
4.889625,68,60,738,2026,193
4.894958,66,47,757,2055,181
4.90025,68,48,738,2054,176
4.905583,72,57,746,1963,178
4.910917,63,49,676,1988,194
4.91625,58,39,673,1937,188
4.921583,68,46,683,1940,180
4.926917,72,46,682,1867,217
4.93225,62,67,700,1846,197
4.937542,66,57,679,1894,180
4.942875,64,45,655,1970,180
4.948208,61,45,685,1816,202
4.953542,56,54,726,1801,166
4.958875,69,48,736,1855,184
4.964208,73,41,726,1835,160
4.969542,65,49,687,1821,199
4.974875,63,39,663,1747,184
4.980167,71,48,656,1750,180
4.9855,59,48,736,1766,185
4.990833,65,41,689,1710,181
4.996167,72,44,694,1707,200
5.0015,80,48,647,1655,211
5.006833,70,56,642,1794,184
5.012167,58,38,686,1764,181
5.0175,67,41,645,1762,155
5.022792,68,56,670,1677,195
5.028125,62,45,723,1765,174
5.033458,67,45,699,1708,174
5.038792,54,35,614,1652,161
5.044125,64,49,643,1655,185
5.049458,69,41,616,1619,197
5.054792,76,41,663,1682,212
5.060083,71,46,666,1598,201
5.065417,69,54,609,1631,189
5.07075,67,47,611,1562,195
5.076083,55,44,683,1585,181
5.081417,62,46,622,1567,193
5.08675,64,35,657,1614,184
5.092083,67,52,645,1608,198
5.097375,67,40,625,1619,204
5.102708,67,54,627,1507,193
5.108042,75,58,615,1517,195
5.113375,68,36,615,1552,191
5.118708,69,32,614,1585,158
5.124042,63,51,663,1604,158
5.129375,64,57,645,1507,156
5.134708,69,57,649,1590,169
5.14,74,46,616,1520,182
5.145333,67,44,668,1518,189
5.150667,61,53,601,1559,179
5.156,63,50,591,1567,188
5.161333,79,48,614,1456,183
5.166667,58,49,618,1521,172
5.172,59,42,596,1461,187
5.177333,66,48,615,1462,189
5.182625,73,49,613,1478,168
5.187958,72,49,627,1462,221
5.193292,64,45,612,1495,173
5.198625,66,44,597,1443,196
5.203958,63,52,544,1475,173
5.209292,63,55,624,1485,188
5.214625,64,34,651,1430,179
5.219917,74,45,584,1434,177
5.22525,59,42,595,1458,193
5.230583,70,60,566,1436,198
5.235917,63,48,545,1419,175
5.24125,66,49,591,1413,181
5.246583,66,41,543,1468,183
5.251917,64,43,602,1469,171
5.25725,70,55,553,1379,173
5.262542,61,53,594,1493,178
5.267875,68,48,605,1492,191
5.273208,73,48,614,1418,160
5.278542,64,45,564,1402,189
5.283875,62,49,581,1439,169
5.289208,54,53,559,1429,175
5.294542,51,55,570,1379,173
5.299833,63,36,604,1386,201
5.305167,74,47,559,1374,180
5.3105,60,55,592,1522,183
5.315833,74,45,586,1429,165
5.321167,64,38,594,1441,162
5.3265,64,44,524,1489,163
5.331833,65,49,573,1433,173
5.337167,70,45,565,1406,185
5.342458,61,56,596,1427,158
5.347792,66,62,578,1390,176
5.353125,70,48,560,1427,168
5.358458,60,42,615,1368,196
5.363792,77,47,571,1426,173
5.369125,55,41,552,1414,200
5.374458,66,44,600,1368,183
5.379792,63,49,522,1357,188
5.385083,64,46,566,1368,179
5.390417,67,63,541,1388,196
5.39575,60,47,560,1336,205
5.401083,64,47,540,1336,204
5.406417,85,51,595,1327,204
5.41175,69,44,585,1411,184
5.417083,72,48,539,1403,205
5.422375,77,42,570,1411,184
5.427708,67,41,556,1347,179
5.433042,63,50,568,1378,179
5.438375,70,52,573,1364,194
5.443708,66,54,574,1309,193
5.449042,67,58,532,1461,183
5.454375,70,47,568,1382,180
5.459667,71,48,529,1370,195
5.465,65,51,572,1370,211
5.470333,70,40,529,1378,173
5.475667,71,47,598,1424,189
5.481,65,44,570,1416,163
5.486333,52,59,592,1530,159
5.491667,72,56,666,1502,190
5.497,55,44,635,1473,187
5.502292,74,49,719,1591,163
5.507625,66,47,626,1666,193
5.512958,62,43,653,1604,177
5.518292,68,48,706,1690,215
5.523625,60,42,647,1731,176
5.528958,59,54,658,1722,209
5.534292,68,39,677,1769,196
5.539625,69,47,675,1779,213
5.544917,77,46,697,1852,207
5.55025,74,56,669,1895,195
5.555583,64,45,702,1993,185
5.560917,69,44,689,1844,192
5.56625,76,48,682,1900,192
5.571583,65,51,678,1845,176
5.576917,77,51,660,2002,173
5.582208,56,37,675,1888,191
5.587542,65,48,664,1823,196
5.592875,60,44,696,1858,196
5.598208,69,46,649,1938,191
5.603542,74,44,649,1784,184
5.608875,63,40,639,1811,192
5.614208,70,45,701,1788,189
5.6195,64,49,691,1775,181
5.624833,67,43,707,1797,158
5.630167,54,50,636,1801,173
5.6355,69,46,627,1761,203
5.640833,72,54,648,1696,198
5.646167,61,43,616,1657,194
5.6515,73,58,641,1728,191
5.656833,71,51,647,1739,189
5.662125,60,43,601,1681,200
5.667458,70,52,599,1711,205
5.672792,57,42,646,1750,202
5.678125,65,46,618,1674,201
5.683458,67,46,607,1733,193
5.688792,64,49,654,1751,160
5.694125,64,34,626,1727,167
5.699458,68,46,606,1753,164
5.70475,68,52,593,1724,199
5.710083,76,41,633,1622,169
5.715417,66,44,639,1716,182
5.72075,67,41,637,1698,206
5.726083,70,36,603,1604,201
5.731417,68,43,614,1624,176
5.73675,56,34,627,1630,197
5.742042,64,51,623,1618,194
5.747375,63,48,599,1496,192
5.752708,75,47,561,1584,204
5.758042,57,34,598,1593,193
5.763375,66,41,601,1580,206
5.768708,53,31,667,1593,177
5.774042,56,49,630,1641,188
5.779333,62,55,616,1526,192
5.784667,63,42,600,1678,196
5.79,57,36,602,1588,198
5.795333,55,52,588,1533,176
5.800667,61,62,564,1512,161
5.806,63,36,610,1613,162
5.811333,62,40,624,1576,162
5.816667,64,43,617,1569,197
5.821958,60,33,623,1588,175
5.827292,60,47,642,1606,167
5.832625,61,47,647,1472,196
5.837958,61,35,602,1545,202
5.843292,62,40,576,1539,207
5.848625,71,46,575,1490,193
5.853958,66,42,621,1514,218
5.859292,75,47,626,1501,194
5.864583,68,55,581,1482,179
5.869917,54,42,697,1571,175
5.87525,70,50,689,1689,183
5.880583,68,55,723,1750,158
5.885917,65,50,729,1706,198
5.89125,69,50,730,1695,178
5.896583,53,45,707,1814,211
5.901875,67,46,856,1925,172
5.907208,76,36,786,2002,211
5.912542,74,49,928,2227,173
5.917875,58,38,841,2216,155
5.923208,75,46,827,2102,185
5.928542,54,55,826,2148,161
5.933875,65,41,804,2126,166
5.939167,57,58,799,2178,168
5.9445,57,44,786,2175,155
5.949833,55,49,811,2236,161
5.955167,62,58,817,2168,167
5.9605,57,46,767,2087,196
5.965833,60,45,813,2185,180
5.971167,56,50,821,2088,169
5.9765,69,54,801,2080,178
5.981792,63,54,780,2067,182
5.987125,71,55,781,2153,189
5.992458,69,53,780,2131,188
5.997792,68,40,749,2071,197
6.003125,76,36,718,2071,197
6.008458,63,44,759,2019,195
6.013792,76,48,732,1991,185
6.019125,65,51,760,1992,210
6.024417,71,52,745,2070,211
6.02975,70,53,753,1888,193
6.035083,67,44,724,1895,197
6.040417,68,55,733,1858,202
6.04575,66,56,752,1815,201
6.051083,72,55,680,1818,180
6.056417,68,43,728,1892,182
6.061708,69,57,790,1888,192
6.067042,67,47,761,1918,176
6.072375,72,51,733,1878,190
6.077708,78,51,761,1903,185
6.083042,70,50,750,1888,160
6.088375,77,65,710,1808,188
6.093708,72,50,705,1790,199
6.099,69,60,748,1835,181
6.104333,73,51,698,1847,192
6.109667,75,52,754,1772,207
6.115,73,49,694,1827,197
6.120333,74,60,741,1831,191
6.125667,63,51,701,1834,176
6.131,62,42,710,1751,187
6.136333,72,49,720,1759,175
6.141625,62,44,689,1722,190
6.146958,57,45,711,1669,173
6.152292,63,51,711,1709,182
6.157625,63,45,726,1713,179
6.162958,64,48,682,1737,195
6.168292,71,42,653,1709,218
6.173625,56,56,673,1716,199
6.178958,68,64,687,1688,195
6.18425,65,40,650,1564,227
6.189583,63,41,628,1652,197
6.194917,66,43,657,1618,189
6.20025,61,41,650,1766,167
6.205583,61,63,659,1689,182
6.210917,66,50,724,1615,166
6.21625,65,49,692,1655,171
6.221583,65,38,710,1699,194
6.226875,68,47,689,1620,188
6.232208,61,57,686,1582,190
6.237542,86,62,668,1554,172
6.242875,78,52,669,1586,186
6.248208,73,52,681,1538,173
6.253542,73,56,705,1629,181
6.258875,73,48,653,1579,182
6.264167,75,49,597,1541,175
6.2695,66,43,678,1632,178
6.274833,71,48,659,1577,208
6.280167,76,43,624,1602,197
6.2855,62,59,643,1578,186
6.290833,75,59,682,1629,218
6.296167,71,55,640,1561,185
6.301458,64,58,654,1515,203
6.306792,68,49,679,1498,188
6.312125,73,52,672,1478,220
6.317458,70,46,667,1512,197
6.322792,70,53,665,1516,216
6.328125,64,52,658,1527,232
6.333458,75,45,619,1491,211
6.338792,74,64,641,1581,183
6.344125,46,40,659,1553,202
6.349417,63,46,632,1499,186
6.35475,73,49,675,1554,195
6.360083,64,41,686,1533,186
6.365417,72,51,639,1505,190
6.37075,58,42,703,1540,176
6.376083,55,51,725,1534,174
6.381417,61,51,697,1507,174
6.386708,76,67,753,1612,191
6.392042,72,44,732,1581,198
6.397375,71,48,745,1594,201
6.402708,74,53,745,1690,179
6.408042,71,60,818,1820,186
6.413375,73,37,791,1802,190
6.418708,59,48,853,1921,190
6.424,69,51,836,1922,208
6.429333,80,51,850,1971,174
6.434667,64,39,885,2042,194
6.44,56,58,853,1977,179
6.445333,72,51,849,2061,184
6.450667,64,45,870,1989,205
6.456,68,47,905,2093,200
6.461333,60,47,902,2091,187
6.466625,54,38,927,2246,174
6.471958,66,48,933,2268,202
6.477292,55,49,974,2328,175
6.482625,73,54,1036,2428,183
6.487958,62,62,1039,2365,203
6.493292,75,41,1007,2315,166
6.498625,65,53,936,2401,189
6.503958,70,61,1019,2243,187
6.50925,79,47,1070,2476,185
6.514583,66,39,1064,2489,171
6.519917,62,33,1060,2404,195
6.52525,68,41,1037,2522,161
6.530583,78,49,1044,2523,171
6.535917,65,41,1016,2461,187
6.54125,66,45,1010,2261,188
6.546542,76,41,1054,2456,192
6.551875,58,43,985,2411,197
6.557208,76,52,1006,2473,189
6.562542,54,43,988,2401,189
6.567875,67,44,1015,2362,193
6.573208,65,40,943,2457,172
6.578542,69,40,1082,2396,170
6.583833,63,40,1011,2347,177
6.589167,71,49,1061,2343,160
6.5945,82,43,1031,2309,175
6.599833,68,43,1020,2237,185
6.605167,54,49,920,2159,179
6.6105,66,52,988,2238,166
6.615833,71,46,958,2162,185
6.621167,74,53,976,2138,173
6.626458,62,47,987,2115,178
6.631792,61,37,949,2051,160
6.637125,60,47,1008,2091,161
6.642458,68,63,929,1965,186
6.647792,65,40,970,1969,195
6.653125,58,53,915,1999,193
6.658458,67,51,922,1932,193
6.663792,58,53,904,1952,209
6.669083,67,51,876,1900,174
6.674417,78,53,987,1871,174
6.67975,72,51,921,1879,188
6.685083,65,52,898,1936,152
6.690417,75,52,918,1834,181
6.69575,54,56,933,1927,164
6.701083,72,44,907,1855,175
6.706375,54,41,875,1883,176
6.711708,72,51,861,1795,194
6.717042,59,44,924,1874,188
6.722375,56,53,916,1819,194
6.727708,70,45,891,1816,184
6.733042,81,46,894,1803,182
6.738375,81,56,920,1788,180
6.743667,63,53,908,1778,177
6.749,68,44,895,1705,181
6.754333,66,46,903,1761,175
6.759667,63,38,844,1745,158
6.765,57,50,768,1716,188
6.770333,75,43,820,1701,194
6.775667,70,49,841,1657,192
6.781,58,55,864,1665,189
6.786292,59,48,896,1652,179
6.791625,73,54,863,1669,193
6.796958,68,54,849,1719,195
6.802292,73,53,886,1790,193
6.807625,66,50,853,1665,162
6.812958,70,54,820,1682,172
6.818292,67,43,887,1611,175
6.823625,58,50,837,1629,189
6.828917,62,53,834,1539,180
6.83425,59,45,862,1597,191
6.839583,52,49,791,1504,179
6.844917,60,47,931,1630,190
6.85025,65,38,913,1689,169
6.855583,64,41,1010,1664,192
6.860917,61,34,974,1696,190
6.86625,64,49,949,1719,209
6.871542,59,44,1109,1802,195
6.876875,58,53,1006,1768,173
6.882208,69,48,992,1944,186
6.887542,59,59,984,1919,170
6.892875,57,45,1088,2017,179
6.898208,56,51,1003,1952,174
6.903542,63,42,1022,1984,151
6.908833,77,44,1075,1973,213
6.914167,66,55,1021,1954,157
6.9195,67,50,998,2002,173
6.924833,62,47,1003,1991,152
6.930167,64,48,1015,1952,173
6.9355,58,47,979,1961,170
6.940833,63,51,962,1950,178
6.946125,63,48,957,1923,184
6.951458,63,40,965,1801,182
6.956792,66,52,958,1883,197
6.962125,77,45,1017,1862,194
6.967458,67,39,1011,1858,191
6.972792,70,41,965,1791,189
6.978125,74,37,886,1789,180
6.983458,71,49,928,1834,181
6.98875,55,44,963,1810,181
6.994083,67,57,966,1797,183
6.999417,63,44,941,1729,182
7.00475,73,35,956,1711,197
7.010083,72,51,905,1761,199
7.015417,70,58,875,1768,190
7.02075,72,48,986,1702,172
7.026083,75,43,913,1717,198
7.031375,58,45,898,1625,185
7.036708,62,49,987,1741,202
7.042042,68,52,971,1741,199
7.047375,57,52,887,1646,182
7.052708,67,55,920,1564,190
7.058042,59,53,898,1664,194
7.063375,58,43,891,1619,194
7.068667,66,45,957,1664,199
7.074,66,43,875,1591,175
7.079333,60,34,858,1669,183
7.084667,66,50,889,1598,202
7.09,70,40,896,1704,161
7.095333,69,44,920,1637,176
7.100667,56,42,899,1619,181
7.105958,69,56,886,1615,193
7.111292,65,60,907,1555,175
7.116625,71,42,850,1603,193
7.121958,55,54,852,1514,173
7.127292,65,62,881,1502,207
7.132625,72,50,778,1564,205
7.137958,70,45,875,1575,201
7.143292,63,50,807,1477,172
7.148583,62,47,881,1555,174
7.153917,64,42,814,1484,171
7.15925,63,46,894,1511,176
7.164583,75,49,842,1478,188
7.169917,62,42,870,1415,172
7.17525,64,51,886,1507,198
7.180583,58,44,901,1492,193
7.185917,60,47,784,1464,192
7.191208,63,39,847,1439,160
7.196542,77,48,865,1417,183
7.201875,61,46,832,1422,193
7.207208,55,45,835,1416,176
7.212542,66,42,786,1429,158
7.217875,72,50,852,1400,177
7.223208,75,54,851,1434,192
7.2285,75,44,861,1481,193
7.233833,72,41,782,1398,174
7.239167,67,59,757,1387,160
7.2445,74,48,867,1399,179
7.249833,59,55,842,1411,182
7.255167,68,53,840,1451,169
7.2605,56,37,818,1320,203
7.265792,64,50,815,1437,213
7.271125,80,49,832,1393,193
7.276458,63,41,780,1370,184
7.281792,54,50,789,1380,178
7.287125,72,42,935,1485,161
7.292458,55,50,914,1676,159
7.297792,46,37,974,1590,176
7.303125,60,40,973,1605,167
7.308458,58,47,927,1624,175
7.31375,59,39,887,1583,178
7.319083,50,55,968,1716,152
7.324417,67,52,975,1658,165
7.32975,60,56,912,1722,193
7.335083,52,40,999,1812,177
7.340417,60,45,961,1855,176
7.34575,64,44,1017,1890,160
7.351042,66,41,1003,1829,157
7.356375,57,45,982,1773,189
7.361708,65,54,921,1846,163
7.367042,68,46,974,1830,177
7.372375,55,38,984,1873,179
7.377708,69,46,941,1803,174
7.383042,57,43,938,1844,151
7.388333,68,44,937,1732,161
7.393667,60,48,898,1657,168
7.399,64,39,910,1642,181
7.404333,61,64,860,1567,189
7.409667,55,40,926,1656,175
7.415,65,45,928,1660,184
7.420333,69,50,875,1714,177
7.425667,60,50,839,1655,166
7.430958,74,60,909,1657,175
7.436292,58,45,915,1570,169
7.441625,68,54,941,1615,164
7.446958,76,50,849,1631,180
7.452292,55,39,879,1652,156
7.457625,78,46,876,1562,163
7.462958,65,43,825,1494,196
7.468292,69,52,898,1484,178
7.473583,68,42,881,1550,190
7.478917,69,59,860,1570,181
7.48425,64,59,834,1588,171
7.489583,78,41,825,1533,182
7.494917,78,40,845,1472,196
7.50025,58,38,827,1468,165
7.505583,66,44,799,1446,173
7.510875,61,37,830,1444,185
7.516208,58,46,859,1455,195
7.521542,62,30,818,1488,177
7.526875,69,42,836,1429,161
7.532208,68,42,883,1396,175
7.537542,57,41,862,1392,181
7.542875,61,40,772,1445,184
7.548208,59,36,791,1368,174
7.5535,64,53,812,1387,197
7.558833,71,43,821,1382,169
7.564167,61,40,810,1328,177
7.5695,59,38,802,1387,196
7.574833,62,39,800,1420,187
7.580167,66,49,782,1402,183
7.5855,68,57,876,1395,160
7.590792,53,46,814,1406,177
7.596125,58,34,783,1369,185
7.601458,53,41,795,1372,184
7.606792,66,52,785,1292,161
7.612125,52,39,802,1275,202
7.617458,61,48,791,1374,181
7.622792,74,47,813,1331,175
7.628125,47,45,806,1331,179
7.633417,46,54,780,1261,170
7.63875,57,37,816,1362,162
7.644083,60,47,802,1305,171
7.649417,54,41,801,1296,179
7.65475,58,45,781,1315,180
7.660083,56,42,829,1329,174
7.665417,61,46,787,1327,164
7.67075,79,53,782,1314,183
7.676042,58,46,750,1287,186
7.681375,70,57,756,1206,150
7.686708,62,42,823,1287,164
7.692042,59,40,726,1285,168
7.697375,80,46,742,1306,190
7.702708,70,54,775,1321,205
7.708042,59,43,796,1309,177
7.713333,65,42,814,1255,177
7.718667,61,41,793,1298,173
7.724,67,45,776,1301,186
7.729333,74,57,726,1258,180
7.734667,67,55,759,1288,187
7.74,63,54,783,1339,181
7.745333,59,43,732,1281,164
7.750625,60,48,705,1250,160
7.755958,74,51,771,1259,173
7.761292,70,44,841,1347,208
7.766625,76,47,809,1380,184
7.771958,64,58,838,1384,197
7.777292,67,46,922,1550,151
7.782625,69,60,899,1365,190
7.787958,68,49,845,1546,175
7.79325,63,57,830,1577,185
7.798583,62,49,867,1675,151
7.803917,55,47,960,1736,177
7.80925,64,44,930,1721,163
7.814583,64,43,918,1728,175
7.819917,57,44,916,1613,180
7.82525,60,53,891,1745,157
7.830583,62,49,983,1735,176
7.835875,62,61,874,1670,164
7.841208,67,56,896,1698,160
7.846542,59,51,909,1715,184
7.851875,64,51,910,1699,181
7.857208,78,54,888,1691,201
7.862542,71,42,883,1690,161
7.867875,78,47,886,1614,166
7.873167,77,56,868,1677,173
7.8785,61,42,860,1678,180
7.883833,64,42,829,1605,175
7.889167,61,55,841,1639,174
7.8945,71,50,851,1649,168
7.899833,60,54,849,1634,161
7.905167,65,42,879,1642,167
7.910458,54,43,820,1584,177
7.915792,64,48,809,1601,174
7.921125,54,50,841,1619,190
7.926458,61,44,820,1550,196
7.931792,67,59,793,1584,177
7.937125,60,49,829,1573,170
7.942458,70,52,853,1585,193
7.947792,67,58,854,1544,178
7.953083,63,47,821,1506,183
7.958417,68,45,749,1520,171
7.96375,73,46,806,1473,165
7.969083,72,45,792,1449,187
7.974417,76,57,809,1587,176
7.97975,69,53,841,1574,156
7.985083,65,62,877,1511,187
7.990417,82,58,847,1488,180
7.995708,67,47,815,1487,152
8.001042,57,49,848,1566,187
8.006375,57,32,853,1550,134
8.011708,54,44,852,1523,158
8.017042,58,36,801,1471,159
8.022375,60,41,803,1446,174
8.027708,61,54,782,1473,165
8.033,70,48,795,1502,164
8.038333,56,42,814,1458,192
8.043667,58,57,775,1458,164
8.049,67,45,790,1458,168
8.054333,64,49,800,1441,182
8.059667,65,52,810,1414,177
8.065,61,40,790,1388,152
8.070333,77,44,762,1430,155
8.075625,56,37,774,1387,185
8.080958,55,47,744,1420,204
8.086292,62,45,799,1459,191
8.091625,63,51,768,1388,187
8.096958,74,48,779,1447,180
8.102292,63,53,731,1371,201
8.107625,63,50,789,1406,178
8.112917,71,46,717,1423,179
8.11825,70,60,860,1405,178
8.123583,62,35,724,1344,169
8.128917,52,37,766,1406,174
8.13425,68,43,773,1406,185
8.139583,74,48,802,1348,178
8.144917,67,44,770,1313,191
8.15025,70,47,754,1405,181
8.155542,65,49,796,1352,187
8.160875,77,55,753,1298,211
8.166208,66,47,761,1314,175
8.171542,63,62,744,1353,180
8.176875,61,38,712,1326,153
8.182208,66,48,742,1402,169
8.187542,64,44,726,1334,188
8.192875,65,57,773,1337,189
8.198167,62,40,797,1357,184
8.2035,69,45,775,1323,177
8.208833,61,48,784,1296,173
8.214167,64,46,810,1303,162
8.2195,67,48,808,1352,186
8.224833,64,57,849,1438,184
8.230167,61,48,895,1546,173
8.235458,59,53,864,1533,184
8.240792,74,37,869,1600,177
8.246125,71,52,873,1642,163
8.251458,64,42,988,1577,192
8.256792,64,40,881,1641,198
8.262125,65,43,929,1695,192
8.267458,64,53,937,1668,179
8.27275,60,37,974,1780,168
8.278083,66,54,958,1774,201
8.283417,59,45,943,1854,202
8.28875,63,42,907,1919,189
8.294083,63,43,985,1905,165
8.299417,69,41,987,1958,167
8.30475,56,46,1084,2160,178
8.310083,62,49,1067,2085,173
8.315375,64,51,1063,2056,190
8.320708,69,45,1061,1989,168
8.326042,65,43,1062,2163,186
8.331375,66,48,1111,2077,180
8.336708,66,39,1105,2176,170
8.342042,58,45,1084,2268,176
8.347375,59,40,1097,2199,167
8.352708,67,43,1073,2275,141
8.358,63,40,1104,2148,163
8.363333,70,48,1118,2150,185
8.368667,62,44,1031,2172,189
8.374,77,38,1022,2119,174
8.379333,72,46,960,2074,174
8.384667,71,46,1033,2008,184
8.39,61,46,1055,2051,180
8.395292,63,40,1080,2035,188
8.400625,66,51,1032,2090,179
8.405958,64,42,1058,2128,160
8.411292,56,41,1033,2025,182
8.416625,56,43,1008,2030,166
8.421958,57,46,961,1989,169
8.427292,66,53,1057,2000,181
8.432583,73,48,1019,1898,170
8.437917,65,44,1014,1970,194
8.44325,63,50,1013,1955,210
8.448583,66,49,1064,1852,168
8.453917,74,41,1027,1930,229
8.45925,76,41,957,1839,204
8.464583,60,52,952,1842,206
8.469917,71,38,952,1772,173
8.475208,66,49,1004,1838,183
8.480542,58,55,1014,1812,169
8.485875,80,48,957,1877,164
8.491208,82,57,995,1867,175
8.496542,67,46,1007,1804,173
8.501875,67,51,1018,1854,182
8.507208,72,50,922,1856,172
8.512542,61,47,1023,1744,177
8.517833,71,51,932,1759,204
8.523167,69,52,1004,1796,205
8.5285,63,55,925,1714,178
8.533833,64,51,1023,1763,175
8.539167,73,67,962,1680,170
8.5445,66,44,899,1755,200
8.549833,58,54,949,1756,181
8.555125,70,54,940,1790,163
8.560458,67,55,997,1724,157
8.565792,55,48,867,1711,161
8.571125,64,40,985,1722,162
8.576458,71,52,919,1672,169
8.581792,78,41,940,1733,201
8.587125,67,55,931,1729,201
8.592417,71,50,922,1710,173
8.59775,59,50,881,1675,195
8.603083,54,48,898,1738,184
8.608417,70,44,925,1740,194
8.61375,67,54,900,1714,177
8.619083,64,51,934,1628,160
8.624417,60,46,941,1764,156
8.62975,70,47,982,1678,195
8.635083,72,46,935,1599,193
8.640375,67,68,909,1665,189
8.645708,70,59,923,1724,151
8.651042,66,53,885,1621,178
8.656375,59,49,886,1656,189
8.661708,74,40,936,1626,188
8.667042,72,44,924,1536,187
8.672375,70,57,923,1628,193
8.677667,58,41,968,1586,199
8.683,65,51,886,1561,214
8.688333,60,57,929,1562,198
8.693667,81,37,900,1611,188
8.699,66,50,896,1552,201
8.704333,71,58,1038,1609,199
8.709667,52,49,1192,1603,189
8.714958,67,47,1027,1630,181
8.720292,56,56,928,1486,184
8.725625,69,47,1107,1601,191
8.730958,76,54,1417,1700,187
8.736292,68,46,1156,1659,216
8.741625,68,51,1038,1615,186
8.746958,54,46,1027,1636,193
8.75225,75,44,1020,1700,158
8.757583,60,37,1135,1733,164
8.762917,66,51,1041,1582,174
8.76825,64,45,1022,1676,191
8.773583,63,51,1051,1570,160
8.778917,68,43,1037,1577,170
8.78425,66,42,924,1542,201
8.789583,61,33,969,1559,186
8.794917,64,48,1020,1669,196
8.800208,59,43,990,1613,166
8.805542,52,46,1083,1643,194
8.810875,49,44,1209,1622,184
8.816208,63,39,1959,1715,175
8.821542,211,59,4269,1867,221
8.826875,247,88,5670,2046,216
8.832208,190,68,4000,1865,205
8.8375,138,57,2817,1820,184
8.842833,158,58,4299,1916,211
8.848167,223,54,4208,2048,201
8.8535,259,72,4099,2007,224
8.858833,220,61,4757,2042,225
8.864167,397,80,6198,2172,240
8.8695,293,83,4367,2042,217
8.874792,233,87,4527,2064,199
8.880125,316,79,4563,2188,225
8.885458,213,83,4010,1984,214
8.890792,161,83,3679,2034,196
8.896125,163,61,3647,2112,200
8.901458,131,54,3338,2011,191
8.906792,116,49,3035,1918,210
8.912125,109,57,2765,1964,181
8.917417,96,54,2681,1963,183
8.92275,110,57,2600,1993,201
8.928083,92,53,2553,1973,193
8.933417,85,59,2553,2027,193
8.93875,73,60,2334,1893,169
8.944083,73,46,2350,1909,185
8.949417,81,45,2186,1897,168
8.95475,67,45,2090,1885,168
8.960042,62,45,2029,1894,191
8.965375,60,39,2021,1848,194
8.970708,75,37,1996,1805,196
8.976042,60,41,1959,1862,165
8.981375,70,47,1854,1938,173
8.986708,55,44,2108,1930,151
8.992042,61,42,2025,1808,154
8.997375,69,56,2025,1830,174
9.002667,64,64,1941,1869,189
9.008,53,36,1822,1733,186
9.013333,56,35,1918,1761,179
9.018667,58,39,1858,1765,174
9.024,70,49,1820,1743,175
9.029333,78,60,1829,1724,187
9.034667,63,50,1863,1681,204
9.039958,71,49,1802,1667,189
9.045292,59,52,1804,1771,171
9.050625,66,58,1876,1683,185
9.055958,77,38,1824,1660,197
9.061292,74,55,1744,1608,186
9.066625,58,48,1840,1625,175
9.071958,74,48,1754,1657,186
9.07725,71,55,1612,1657,187
9.082583,63,40,1805,1713,167
9.087917,60,47,1754,1632,158
9.09325,55,54,1704,1616,155
9.098583,58,56,1669,1683,167
9.103917,55,41,1836,1707,169
9.10925,69,43,1673,1680,149
9.114583,70,40,1744,1673,164
9.119875,48,48,1803,1658,163
9.125208,59,35,1818,1599,163
9.130542,69,45,1748,1635,157
9.135875,70,32,1745,1639,164
9.141208,59,42,1726,1652,176
9.146542,55,36,1781,1599,166
9.151875,64,51,1737,1569,173
9.157208,65,41,1663,1653,177
9.1625,54,41,1787,1591,169
9.167833,77,42,1695,1661,176
9.173167,66,33,1659,1657,170
9.1785,68,43,1676,1705,185
9.183833,63,36,1787,1683,189
9.189167,63,53,1787,1628,158
9.1945,61,38,1741,1506,151
9.199792,63,38,1742,1687,162
9.205125,56,46,1778,1551,147
9.210458,70,43,1753,1660,204
9.215792,66,40,1645,1624,180
9.221125,64,42,1686,1550,166
9.226458,69,47,1602,1650,176
9.231792,57,59,1630,1626,184
9.237125,52,41,1768,1632,171
9.242417,73,52,1725,1633,177
9.24775,69,39,1750,1620,173
9.253083,73,45,1712,1609,177
9.258417,65,56,1671,1609,157
9.26375,69,42,1784,1594,188
9.269083,56,47,1805,1629,183
9.274417,59,45,1719,1594,170
9.279708,57,50,1814,1569,158
9.285042,55,44,1777,1594,168
9.290375,59,43,1740,1599,166
9.295708,57,38,1651,1512,186
9.301042,55,48,1729,1655,174
9.306375,65,33,1840,1682,157
9.311708,65,39,1766,1568,166
9.317042,57,42,1707,1629,176
9.322333,93,45,3825,1727,186
9.327667,260,71,4193,1841,219
9.333,301,70,6211,1963,228
9.338333,221,65,4340,1903,225
9.343667,106,58,3309,1721,191
9.349,118,67,3499,1783,174
9.354333,110,52,3352,1814,185
