20.002169	-3.000000
20.007436	22.000000
20.012703	11.000000
20.017971	33.000000
20.023240	23.000000
20.028510	21.000000
20.033780	31.000000
20.039051	36.000000
20.044322	26.000000
20.049595	28.000000
20.054868	19.000000
20.060141	17.000000
20.065416	20.000000
20.070691	16.000000
20.075966	11.000000
20.081243	4.000000
20.086520	13.000000
20.091798	8.000000
20.097076	21.000000
20.102356	19.000000
20.107636	16.000000
20.112916	14.000000
20.118197	15.000000
20.123479	19.000000
20.128762	16.000000
20.134045	23.000000
20.139330	10.000000
20.144614	20.000000
20.149900	9.000000
20.155186	19.000000
20.160473	-4.000000
20.165760	15.000000
20.171049	9.000000
20.176337	20.000000
20.181627	20.000000
20.186917	33.000000
20.192208	25.000000
20.197500	32.000000
20.202792	20.000000
20.208086	29.000000
20.213379	12.000000
20.218674	35.000000
20.223969	10.000000
20.229265	26.000000
20.234561	6.000000
20.239859	28.000000
20.245157	-1.000000
20.250455	24.000000
20.255754	-1.000000
20.261055	23.000000
20.266355	4.000000
20.271657	23.000000
20.276959	-2.000000
20.282261	20.000000
20.287565	-5.000000
20.292869	21.000000
20.298174	5.000000
20.303480	19.000000
20.308786	-4.000000
20.314093	19.000000
20.319400	0.000000
20.324709	23.000000
20.330018	-13.000000
20.335327	17.000000
20.340638	-17.000000
20.345949	20.000000
20.351261	5.000000
20.356573	26.000000
20.361886	-1.000000
20.367200	26.000000
20.372515	1.000000
20.377830	30.000000
20.383146	8.000000
20.388463	27.000000
20.393780	3.000000
20.399098	17.000000
20.404417	-8.000000
20.409736	25.000000
20.415056	-4.000000
20.420377	26.000000
20.425699	6.000000
20.431021	30.000000
20.436344	9.000000
20.441667	33.000000
20.446992	8.000000
20.452317	26.000000
20.457642	9.000000
20.462969	26.000000
20.468296	18.000000
20.473624	24.000000
20.478952	19.000000
20.484281	24.000000
20.489611	17.000000
20.494941	28.000000
20.500273	6.000000
20.505605	19.000000
20.510937	15.000000
20.516270	20.000000
20.521604	34.000000
20.526939	30.000000
20.532274	21.000000
20.537610	22.000000
20.542947	15.000000
20.548285	27.000000
20.553623	19.000000
20.558962	27.000000
20.564301	11.000000
20.569641	20.000000
20.574982	11.000000
20.580324	24.000000
20.585666	9.000000
20.591009	19.000000
20.596353	7.000000
20.601697	12.000000
20.607042	6.000000
20.612388	21.000000
20.617735	15.000000
20.623082	15.000000
20.628430	24.000000
20.633778	15.000000
20.639127	22.000000
20.644477	21.000000
20.649828	18.000000
20.655179	17.000000
20.660531	12.000000
20.665884	17.000000
20.671237	9.000000
20.676591	17.000000
20.681946	12.000000
20.687302	16.000000
20.692658	19.000000
20.698015	18.000000
20.703372	20.000000
20.708730	13.000000
20.714089	15.000000
20.719449	11.000000
20.724809	15.000000
20.730170	10.000000
20.735532	12.000000
20.740894	8.000000
20.746258	18.000000
20.751621	19.000000
20.756986	8.000000
20.762351	14.000000
20.767717	8.000000
20.773083	1.000000
20.778451	13.000000
20.783819	4.000000
20.789187	11.000000
20.794557	3.000000
20.799927	17.000000
20.805297	5.000000
20.810669	24.000000
20.816041	6.000000
20.821414	18.000000
20.826787	5.000000
20.832161	9.000000
20.837536	7.000000
20.842912	-2.000000
20.848288	6.000000
20.853665	-1.000000
20.859043	8.000000
20.864421	19.000000
20.869800	9.000000
20.875180	19.000000
20.880560	6.000000
20.885941	20.000000
20.891323	13.000000
20.896706	17.000000
20.902089	19.000000
20.907473	11.000000
20.912857	9.000000
20.918243	11.000000
20.923629	2.000000
20.929015	0.000000
20.934403	5.000000
20.939791	9.000000
20.945179	7.000000
20.950569	15.000000
20.955959	12.000000
20.961350	19.000000
20.966741	8.000000
20.972133	25.000000
20.977526	7.000000
20.982920	26.000000
20.988314	5.000000
20.993709	20.000000
20.999105	1.000000
21.004501	18.000000
21.009898	-2.000000
21.015296	15.000000
21.020695	1.000000
21.026094	16.000000
21.031494	2.000000
21.036894	19.000000
21.042295	9.000000
21.047697	17.000000
21.053100	10.000000
21.058503	18.000000
21.063907	1.000000
21.069312	11.000000
21.074717	2.000000
21.080123	8.000000
21.085530	4.000000
21.090937	13.000000
21.096346	-2.000000
21.101754	7.000000
21.107164	-1.000000
21.112574	12.000000
21.117985	0.000000
21.123397	10.000000
21.128809	3.000000
21.134222	9.000000
21.139636	-5.000000
21.145050	16.000000
21.150465	-1.000000
21.155881	24.000000
21.161298	5.000000
21.166715	14.000000
21.172133	8.000000
21.177551	15.000000
21.182970	3.000000
21.188390	0.000000
21.193811	5.000000
21.199232	0.000000
21.204654	0.000000
21.210077	13.000000
21.215500	-2.000000
21.220924	7.000000
21.226349	-1.000000
21.231775	10.000000
21.237201	1.000000
21.242628	11.000000
21.248055	12.000000
21.253484	7.000000
21.258913	4.000000
21.264342	4.000000
21.269772	7.000000
21.275204	5.000000
21.280635	2.000000
21.286068	12.000000
21.291501	2.000000
21.296935	9.000000
21.302369	7.000000
21.307804	4.000000
21.313240	-1.000000
21.318677	6.000000
21.324114	6.000000
21.329552	12.000000
21.334991	10.000000
21.340430	13.000000
21.345870	8.000000
21.351311	16.000000
21.356752	9.000000
21.362194	-8.000000
21.367637	11.000000
21.373081	-7.000000
21.378525	15.000000
21.383970	24.000000
21.389415	21.000000
21.394861	25.000000
21.400308	20.000000
21.405756	26.000000
21.411204	12.000000
21.416654	19.000000
21.422103	10.000000
21.427554	11.000000
21.433005	10.000000
21.438457	14.000000
21.443909	9.000000
21.449362	15.000000
21.454816	6.000000
21.460271	10.000000
21.465726	-1.000000
21.471182	17.000000
21.476639	3.000000
21.482096	11.000000
21.487554	5.000000
21.493013	1.000000
21.498472	12.000000
21.503933	5.000000
21.509393	17.000000
21.514855	5.000000
21.520317	18.000000
21.525780	9.000000
21.531244	14.000000
21.536708	6.000000
21.542173	2.000000
21.547639	10.000000
21.553105	2.000000
21.558572	11.000000
21.564040	16.000000
21.569508	13.000000
21.574978	19.000000
21.580447	8.000000
21.585918	23.000000
21.591389	15.000000
21.596861	20.000000
21.602334	17.000000
21.607807	7.000000
21.613281	25.000000
21.618756	11.000000
21.624231	6.000000
21.629707	6.000000
21.635184	0.000000
21.640661	13.000000
21.646140	6.000000
21.651618	25.000000
21.657098	10.000000
21.662578	10.000000
21.668059	14.000000
21.673541	12.000000
21.679023	13.000000
21.684506	4.000000
21.689990	16.000000
21.695474	8.000000
21.700959	16.000000
21.706445	11.000000
21.711932	3.000000
21.717419	8.000000
21.722907	0.000000
21.728395	7.000000
21.733884	11.000000
21.739374	18.000000
