MINS_ELAPSED,MZ84_MZ283,MZ85_MZ283
116.0,0.0003551864545800744,0.02902825380086124
994.0,0.0003924557635472953,0.001054961473715559
56.0,0.00152876208670025,0.01725317212133139
124.0,0.0003531232772979007,0.007807948020253582
6.0,0.0011828227596147247,0.036630899814683475
61.0,0.0017390884278157533,0.030960604816308784
817.0,0.0023650294890788155,0.005902071817020704
124.9999999,0.002879046243092026,0.013588518594214444
15.99999999,,0.0021055157401849004
