MINS_ELAPSED,MZ85_MZ283,MZ85_MZ283_MIN,MZ85_MZ283_MAX
43.0,0.060487457616815316,0.04423325329791749,0.07959396374107282
44.0,0.06011361525104424,0.04380476915871341,0.07937099963351249
45.0,0.05974224356397123,0.043380435732186064,0.0791486602448698
46.0,0.059373325289915374,0.042960212876646565,0.07892694376708988
47.0,0.05900684328936858,0.04254406052040145,0.07870584839718377
48.0,0.05864278054614158,0.04213193901867063,0.07848537233722848
49.0,0.05828112017555361,0.04172380933107968,0.07826551379436693
50.0,0.05792184541773283,0.04131963281167993,0.07804627098080795
51.0,0.05756493963351484,0.04091937120406981,0.07782764220910939
52.0,0.05721038630776042,0.0405229866365162,0.0776096259240051
53.0,0.05685816905293076,0.040130441617075775,0.07739222039790888
54.0,0.05650827160545731,0.039741699028716354,0.07717542390348817
55.0,0.056160677819245074,0.039356722124438276,0.07695923472000152
56.0,0.055815371662366615,0.03897547452239573,0.07674365113329862
57.0,0.05547233722070034,0.03859792020101813,0.07652867143582029
58.0,0.05513155869352588,0.03822402349413144,0.0763142939265985
59.0,0.05479302039420198,0.03785374908607956,0.07610051691125633
60.0,0.05445670674924828,0.037487062006845644,0.07588733870200802
61.0,0.054122602297436664,0.03712392762659375,0.07567475761765892
62.0,0.05379069169405785,0.03676431145435258,0.07546277198360554
63.0,0.05346095970368287,0.036408179309717695,0.07525138013183551
64.0,0.05313339120480862,0.03605549746291503,0.07504058040092759
65.0,0.05280797118399734,0.03570623249597688,0.07483037113605168
66.0,0.052484684739984216,0.0353603512974799,0.07462075068896881
67.0,0.052163517075530214,0.03501782105728313,0.07441171741803115
68.0,0.051844453500674514,0.034678609261266015,0.074203269688182
69.0,0.051527479424971795,0.03434268368606641,0.07399540587095581
70.0,0.0512125803639337,0.034010012393818595,0.07378812434447812
71.0,0.05089974194096799,0.033680563726891294,0.07358142349346566
72.0,0.05058894988248852,0.033354306302625675,0.07337530170922626
73.0,0.05028019001690832,0.03303120900807338,0.0731697573896589
74.0,0.049973448278177755,0.03271124099473455,0.07296478893925368
75.0,0.049668710705226944,0.03239437167329578,0.07276039471169977
76.0,0.0493659634380955,0.03208057070851785,0.07255657296090501
77.0,0.04906519271717741,0.03176980869497417,0.0723533220761291
78.0,0.048766384882234164,0.03146205671597104,0.07215064045971195
79.0,0.048469526371596114,0.031157285634123046,0.07194852651950003
80.0,0.0481746037232144,0.030855466605903173,0.07174697866884636
81.0,0.04788160357193964,0.03055657107956422,0.07154599532661057
82.0,0.04759051264327533,0.030260570793060177,0.07134557491715887
83.0,0.04730131776384159,0.0299674377719676,0.07114571587036403
84.0,0.047014005859524595,0.029677144327407003,0.07094641662160539
85.0,0.046728563950054654,0.029384827371872754,0.07074767561176888
86.0,0.0464449791446426,0.029095299509280054,0.070549491287247
87.0,0.046163238651243214,0.028808624597195357,0.07035186209993884
88.0,0.045883329769237584,0.02852477441589214,0.07016440082367588
89.0,0.04560523989068158,0.028243721133589042,0.06998167736970985
90.0,0.045328956497593435,0.027965437184800875,0.06979942972162215
91.0,0.045054467164869605,0.02768989526662801,0.0696176566483063
92.0,0.04478175954886573,0.02741706833504575,0.06943635692270299
93.0,0.044510821399551925,0.027146929601193723,0.06925552932180017
94.0,0.04424164054820438,0.026879452527665267,0.06907517262663294
95.0,0.04397420491471488,0.026614610824796808,0.06889528562228364
96.0,0.04370850250638281,0.02635237844695726,0.0687158670978818
97.0,0.043444521416515086,0.026092729589891624,0.06853691584660412
98.0,0.04318224982484,0.025835638918049974,0.06835843066567457
99.0,0.04292167599974646,0.02558108136530935,0.06818041035636424
100.0,0.04266278829213612,0.025329031972928604,0.06800285372399148
101.0,0.042405575135721796,0.0250794660271737,0.06782575957792183
102.0,0.04215002504714994,0.024832359056640885,0.06764912673156802
103.0,0.04189612662564806,0.024587686829579895,0.06747295400239
104.0,0.04164386855251756,0.02434542535121713,0.0672972402118949
105.0,0.04139323959272743,0.024105550861078844,0.06712198415322254
106.0,0.04114422859003936,0.02386803983031433,0.06694718450374039
107.0,0.04089682447165603,0.02363286895901911,0.0667728400581814
108.0,0.040651016244537694,0.023400015173558122,0.06659894963076665
109.0,0.04040679299557192,0.02316945565542246,0.06642551203892741
110.0,0.04016414388912774,0.022941167843152876,0.06625252610330508
111.0,0.039923058166434724,0.022715129356765833,0.06607999064775125
112.0,0.0396835251493345,0.02249131803522925,0.06590790449932764
113.0,0.03944553423242608,0.022269711934670887,0.06573626648830616
114.0,0.03920907488898525,0.022050289325918727,0.06556507544816886
115.0,0.038974136669012886,0.02183302869204135,0.06539433021560798
116.0,0.038740709194077835,0.02161790872588833,0.06522402963052587
117.0,0.03850878216058825,0.02140490832763062,0.06505417253603508
118.0,0.03827834534094284,0.021194006602300922,0.0648847577784583
119.0,0.03804938858068953,0.02098518285733408,0.0647157842073284
120.0,0.03782190179569247,0.02077841661722127,0.06454725067538838
