-1.82598	-0.117976	
-1.82574	-0.117976	
-1.82549	-0.117976	
-1.82525	-0.117976	
-1.825	-0.116372	
-1.82476	-0.114769	
-1.82452	-0.113166	
-1.82427	-0.111562	
-1.82403	-0.113126	
-1.82378	-0.114689	
-1.82354	-0.116252	
-1.82329	-0.117815	
-1.82305	-0.118096	
-1.8228	-0.118376	
-1.82256	-0.110961	
-1.82232	-0.103546	
-1.82207	-0.113166	
-1.82183	-0.122785	
-1.82158	-0.114448	
-1.82134	-0.106111	
-1.82109	-0.107394	
-1.82085	-0.108676	
-1.8206	-0.109959	
-1.82036	-0.111242	
-1.82012	-0.11044	
-1.81987	-0.109638	
-1.81963	-0.108837	
-1.81938	-0.108035	
-1.81914	-0.114929	
-1.81889	-0.121823	
-1.81865	-0.115891	
-1.8184	-0.109959	
-1.81816	-0.104914	
-1.81792	-0.0998684	
-1.81767	-0.102519	
-1.81743	-0.105169	
-1.81718	-0.108461	
-1.81694	-0.111753	
-1.81669	-0.115045	
-1.81645	-0.118336	
-1.8162	-0.115576	
-1.81596	-0.112815	
-1.81572	-0.110054	
-1.81547	-0.107294	
-1.81523	-0.113191	
-1.81498	-0.119088	
-1.81474	-0.107028	
-1.81449	-0.0949683	
-1.81425	-0.100179	
-1.814	-0.10539	
-1.81376	-0.118296	
-1.81352	-0.131203	
-1.81327	-0.117976	
-1.81303	-0.104748	
-1.81278	-0.104348	
-1.81254	-0.103947	
-1.81229	-0.109157	
-1.81205	-0.114368	
-1.8118	-0.119579	
-1.81156	-0.12479	
-1.81132	-0.116533	
-1.81107	-0.108276	
-1.81083	-0.112845	
-1.81058	-0.117414	
-1.81034	-0.118141	
-1.81009	-0.118867	
-1.80985	-0.119594	
-1.8096	-0.12032	
-1.80936	-0.12249	
-1.80912	-0.124659	
-1.80887	-0.114002	
-1.80863	-0.103345	
-1.80838	-0.108	
-1.80814	-0.112655	
-1.80789	-0.104483	
-1.80765	-0.0963111	
-1.8074	-0.0990417	
-1.80716	-0.101772	
-1.80692	-0.104503	
-1.80667	-0.107233	
-1.80643	-0.10796	
-1.80618	-0.108686	
-1.80594	-0.109413	
-1.80569	-0.110139	
-1.80545	-0.107659	
-1.8052	-0.105179	
-1.80496	-0.102699	
-1.80472	-0.100219	
-1.80447	-0.103912	
-1.80423	-0.107604	
-1.80398	-0.111297	
-1.80374	-0.114989	
-1.80349	-0.114193	
-1.80325	-0.113396	
-1.803	-0.112599	
-1.80276	-0.111803	
-1.80252	-0.108932	
-1.80227	-0.106061	
-1.80203	-0.10319	
-1.80178	-0.100319	
-1.80154	-0.102258	
-1.80129	-0.104197	
-1.80105	-0.0984404	
-1.8008	-0.0926836	
-1.80056	-0.107529	
-1.80032	-0.122375	
-1.80007	-0.114133	
-1.79983	-0.105891	
-1.79958	-0.100054	
-1.79934	-0.0942168	
-1.79909	-0.0960756	
-1.79885	-0.0979344	
-1.7986	-0.101356	
-1.79836	-0.104778	
-1.79812	-0.1082	
-1.79787	-0.111622	
-1.79763	-0.112319	
-1.79738	-0.113015	
-1.79714	-0.113712	
-1.79689	-0.114408	
-1.79665	-0.111698	
-1.7964	-0.108987	
-1.79616	-0.106277	
-1.79592	-0.103566	
-1.79567	-0.104543	
-1.79543	-0.10552	
-1.79518	-0.106497	
-1.79494	-0.107474	
-1.79469	-0.103115	
-1.79445	-0.0987561	
-1.7942	-0.102093	
-1.79396	-0.10543	
-1.79372	-0.112134	
-1.79347	-0.118837	
-1.79323	-0.112715	
-1.79298	-0.106592	
-1.79274	-0.100189	
-1.79249	-0.0937859	
-1.79225	-0.0950785	
-1.792	-0.0963712	
-1.79176	-0.10087	
-1.79152	-0.10537	
-1.79127	-0.109869	
-1.79103	-0.114368	
-1.79078	-0.111452	
-1.79054	-0.108536	
-1.79029	-0.10562	
-1.79005	-0.102704	
-1.7898	-0.10556	
-1.78956	-0.108416	
-1.78932	-0.111272	
-1.78907	-0.114128	
-1.78883	-0.109689	
-1.78858	-0.105249	
-1.78834	-0.10081	
-1.78809	-0.0963712	
-1.78785	-0.0989865	
-1.7876	-0.101602	
-1.78736	-0.104217	
-1.78712	-0.106833	
-1.78687	-0.102654	
-1.78663	-0.0984755	
-1.78638	-0.0942969	
-1.78614	-0.0901183	
-1.78589	-0.0942769	
-1.78565	-0.0984354	
-1.7854	-0.102594	
-1.78516	-0.106752	
-1.78492	-0.103335	
-1.78467	-0.0999185	
-1.78443	-0.0965014	
-1.78418	-0.0930844	
-1.78394	-0.0941566	
-1.78369	-0.0952288	
-1.78345	-0.096301	
-1.7832	-0.0973732	
-1.78296	-0.0997281	
-1.78272	-0.102083	
-1.78247	-0.104438	
-1.78223	-0.106793	
-1.78198	-0.109147	
-1.78174	-0.111502	
-1.78149	-0.113857	
-1.78125	-0.116212	
-1.781	-0.112915	
-1.78076	-0.109618	
-1.78052	-0.106322	
-1.78027	-0.103025	
-1.78003	-0.104217	
-1.77978	-0.10541	
-1.77954	-0.106602	
-1.77929	-0.107795	
-1.77905	-0.104543	
-1.7788	-0.101291	
-1.77856	-0.0980396	
-1.77832	-0.0947879	
-1.77807	-0.0960255	
-1.77783	-0.097263	
-1.77758	-0.0985005	
-1.77734	-0.0997381	
-1.77709	-0.100374	
-1.77685	-0.101011	
-1.7766	-0.101647	
-1.77636	-0.102283	
-1.77612	-0.10292	
-1.77587	-0.103556	
-1.77563	-0.104192	
-1.77538	-0.104829	
-1.77514	-0.104022	
-1.77489	-0.103215	
-1.77465	-0.102409	
-1.7744	-0.101602	
-1.77416	-0.102399	
-1.77392	-0.103195	
-1.77367	-0.096296	
-1.77343	-0.0893969	
-1.77318	-0.101376	
-1.77294	-0.113356	
-1.77269	-0.112509	
-1.77245	-0.111663	
-1.7722	-0.103761	
-1.77196	-0.0958601	
-1.77172	-0.100785	
-1.77147	-0.10571	
-1.77123	-0.101597	
-1.77098	-0.0974835	
-1.77074	-0.101066	
-1.77049	-0.104648	
-1.77025	-0.110315	
-1.77	-0.115981	
-1.76976	-0.103691	
-1.76952	-0.091401	
-1.76927	-0.0929391	
-1.76903	-0.0944773	
-1.76878	-0.0960155	
-1.76854	-0.0975536	
-1.76829	-0.0979694	
-1.76805	-0.0983853	
-1.7678	-0.0988012	
-1.76756	-0.099217	
-1.76732	-0.0957048	
-1.76707	-0.0921926	
-1.76683	-0.0886804	
-1.76658	-0.0851682	
-1.76634	-0.100414	
-1.76609	-0.115661	
-1.76585	-0.10782	
-1.7656	-0.0999786	
-1.76536	-0.101837	
-1.76512	-0.103696	
-1.76487	-0.105555	
-1.76463	-0.107414	
-1.76438	-0.104783	
-1.76414	-0.102153	
-1.76389	-0.0995227	
-1.76365	-0.0968922	
-1.7634	-0.105735	
-1.76316	-0.114579	
