-1.79848	-0.0979077	
-1.79824	-0.0979077	
-1.79799	-0.0810575	
-1.79775	-0.0642073	
-1.7975	-0.0761429	
-1.79726	-0.0880784	
-1.79702	-0.100014	
-1.79677	-0.11195	
-1.79653	-0.095977	
-1.79628	-0.0800044	
-1.79604	-0.0640318	
-1.79579	-0.0480592	
-1.79555	-0.0784247	
-1.7953	-0.10879	
-1.79506	-0.105455	
-1.79482	-0.10212	
-1.79457	-0.081979	
-1.79433	-0.0618377	
-1.79408	-0.0753969	
-1.79384	-0.0889561	
-1.79359	-0.0624959	
-1.79335	-0.0360358	
-1.7931	-0.0432762	
-1.79286	-0.0505165	
-1.79262	-0.0461723	
-1.79237	-0.0418281	
-1.79213	-0.0374839	
-1.79188	-0.0331397	
-1.79164	-0.0540708	
-1.79139	-0.075002	
-1.79115	-0.0959331	
-1.7909	-0.116864	
-1.79066	-0.0795217	
-1.79042	-0.0421791	
-1.79017	-0.061004	
-1.78993	-0.0798289	
-1.78968	-0.0719742	
-1.78944	-0.0641195	
-1.78919	-0.0562649	
-1.78895	-0.0484102	
-1.7887	-0.0409066	
-1.78846	-0.033403	
-1.78822	-0.104534	
-1.78797	-0.175664	
-1.78773	-0.140077	
-1.78748	-0.10449	
-1.78724	-0.12507	
-1.78699	-0.14565	
-1.78675	-0.132617	
-1.7865	-0.119585	
-1.78626	-0.106552	
-1.78602	-0.0935197	
-1.78577	-0.102954	
-1.78553	-0.112388	
-1.78528	-0.0881223	
-1.78504	-0.0638562	
-1.78479	-0.072413	
-1.78455	-0.0809698	
-1.7843	-0.0895265	
-1.78406	-0.0980833	
-1.78382	-0.0680249	
-1.78357	-0.0379666	
-1.78333	-0.0640756	
-1.78308	-0.0901847	
-1.78284	-0.0464356	
-1.78259	-0.00264257	
-1.78235	-0.0150608	
-1.7821	-0.0274352	
-1.78186	-0.0335346	
-1.78162	-0.0395902	
-1.78137	-0.0456896	
-1.78113	-0.0517451	
-1.78088	-0.045558	
-1.78064	-0.0393269	
-1.78039	-0.0668401	
