-3.99066	-6513.13	
-3.99035	-6622.94	
-3.99004	-6609.21	
-3.98973	-6595.48	
-3.98941	-6549.73	
-3.9891	-6503.97	
-3.98879	-6458.22	
-3.98848	-6412.46	
-3.98816	-6414.75	
-3.98785	-6417.04	
-3.98754	-6419.33	
-3.98723	-6421.62	
-3.98691	-6423.9	
-3.9866	-6426.19	
-3.98629	-6428.48	
-3.98597	-6430.77	
-3.98566	-6438.2	
-3.98535	-6445.64	
-3.98504	-6453.07	
-3.98472	-6459.94	
-3.98441	-6412.46	
-3.9841	-6364.99	
-3.98379	-6317.52	
-3.98347	-6269.48	
-3.98316	-6258.61	
-3.98285	-6247.75	
-3.98254	-6236.88	
-3.98222	-6225.44	
-3.98191	-6159.67	
-3.9816	-6093.9	
-3.98129	-6028.12	
-3.98097	-5961.78	
-3.98066	-5965.78	
-3.98035	-5969.21	
-3.98004	-5973.22	
-3.97972	-5976.65	
-3.97941	-5980.65	
-3.9791	-5984.08	
-3.97879	-5988.09	
-3.97847	-5991.52	
-3.97816	-5976.08	
-3.97785	-5960.06	
-3.97754	-5944.62	
-3.97722	-5928.61	
-3.97691	-5913.16	
-3.9766	-5897.15	
-3.97629	-5881.71	
-3.97597	-5865.69	
-3.97566	-5861.12	
-3.97535	-5855.97	
-3.97504	-5851.4	
-3.97472	-5846.25	
-3.97441	-5841.67	
-3.9741	-5836.52	
-3.97379	-5831.95	
-3.97347	-5826.8	
-3.97316	-5777.62	
-3.97285	-5727.86	
-3.97254	-5678.67	
-3.97222	-5628.91	
-3.97191	-5671.23	
-3.9716	-5712.99	
-3.97128	-5755.31	
-3.97097	-5797.06	
-3.97066	-5767.89	
-3.97035	-5738.72	
-3.97003	-5709.55	
-3.96972	-5680.39	
-3.96941	-5651.22	
-3.9691	-5622.05	
-3.96878	-5592.88	
-3.96847	-5563.71	
-3.96816	-5575.72	
-3.96785	-5587.73	
-3.96753	-5599.74	
-3.96722	-5611.75	
-3.96691	-5623.76	
-3.9666	-5635.77	
-3.96628	-5647.79	
-3.96597	-5659.22	
-3.96566	-5660.94	
-3.96535	-5662.66	
-3.96503	-5664.37	
-3.96472	-5666.09	
-3.96441	-5612.9	
-3.9641	-5559.71	
-3.96378	-5506.52	
-3.96347	-5453.33	
-3.96316	-5400.14	
-3.96285	-5346.95	
-3.96253	-5293.76	
-3.96222	-5240.57	
-3.96191	-5242.28	
-3.9616	-5244	
-3.96128	-5245.71	
-3.96097	-5247.43	
-3.96066	-5222.27	
-3.96035	-5196.53	
-3.96003	-5171.36	
-3.95972	-5145.63	
-3.95941	-5175.37	
-3.9591	-5204.53	
-3.95878	-5233.7	
-3.95847	-5262.87	
-3.95816	-5252.58	
-3.95784	-5241.71	
-3.95753	-5231.42	
-3.95722	-5220.55	
-3.95691	-5155.35	
-3.95659	-5089.58	
-3.95628	-5023.8	
-3.95597	-4958.03	
-3.95566	-4961.46	
-3.95534	-4964.32	
-3.95503	-4967.18	
-3.95472	-4970.04	
-3.95441	-4973.47	
-3.95409	-4976.33	
-3.95378	-4979.19	
-3.95347	-4982.05	
-3.95316	-4969.47	
-3.95284	-4956.31	
-3.95253	-4943.16	
-3.95222	-4930.01	
-3.95191	-4917.42	
-3.95159	-4904.27	
-3.95128	-4891.11	
-3.95097	-4877.96	
-3.95066	-4843.64	
-3.95034	-4809.33	
-3.95003	-4775.01	
-3.94972	-4740.12	
-3.94941	-4760.71	
-3.94909	-4781.3	
-3.94878	-4801.89	
-3.94847	-4821.91	
-3.94816	-4800.18	
-3.94784	-4778.44	
-3.94753	-4756.71	
-3.94722	-4734.4	
-3.94691	-4712.67	
-3.94659	-4690.94	
-3.94628	-4669.2	
-3.94597	-4646.9	
-3.94566	-4645.75	
-3.94534	-4644.04	
-3.94503	-4642.32	
-3.94472	-4640.61	
-3.94441	-4650.9	
-3.94409	-4660.62	
-3.94378	-4670.35	
-3.94347	-4680.07	
-3.94315	-4556.53	
-3.94284	-4432.42	
-3.94253	-4491.33	
-3.94222	-4550.24	
-3.9419	-4609.72	
-3.94159	-4668.63	
-3.94128	-4544.52	
-3.94097	-4420.41	
-3.94065	-4348.92	
-3.94034	-4276.85	
-3.94003	-4204.79	
-3.93972	-4132.73	
-3.9394	-4141.31	
-3.93909	-4149.31	
-3.93878	-4157.32	
-3.93847	-4165.33	
-3.93815	-4213.94	
-3.93784	-4261.98	
-3.93753	-4310.03	
-3.93722	-4358.07	
-3.9369	-4351.78	
-3.93659	-4344.91	
-3.93628	-4338.05	
-3.93597	-4331.19	
-3.93565	-4247.11	
-3.93534	-4162.47	
-3.93503	-4077.82	
-3.93472	-3993.17	
-3.9344	-4066.95	
-3.93409	-4140.16	
-3.93378	-4030.35	
-3.93347	-3920.54	
